study,technique,analysis_level,gene,component,contrast,pvalue,ci.hi,ci.lo,coef,z,logFC,log2FoldChange,celltype,n_selected_genes,padj_celltype_BH,pct_TLS,pct_neural_bias,detection_freq,padj_global_BH
GSE250136,mast,celltype_single_cell,Pdcd7,H,Morphotypeneural_bias,0.033663823452163705,NA,NA,NA,NA,-0.18183737875971784,-0.18183737875971784,pluripotent,10836,0.6465368431358038,0.5424354243542435,0.4392523364485981,0.49690721649484537,0.4908014238820936
GSE250136,mast,celltype_single_cell,Pdcl,H,Morphotypeneural_bias,0.5243560323859318,NA,NA,NA,NA,-0.06568264054030581,-0.06568264054030581,pluripotent,10836,0.9038838846984799,0.33579335793357934,0.29906542056074764,0.31958762886597936,0.8990246686575297
GSE250136,mast,celltype_single_cell,Pdcl2,H,Morphotypeneural_bias,0.26359395335290664,NA,NA,NA,NA,-0.01987650603650276,-0.01987650603650276,pluripotent,10836,0.8406856171915733,0.15867158671586715,0.17757009345794392,0.1670103092783505,0.8060554159604318
GSE250136,mast,celltype_single_cell,Pdcl3,H,Morphotypeneural_bias,0.7567950004624875,NA,NA,NA,NA,-0.08198369906457903,-0.08198369906457903,pluripotent,10836,0.9597869397906473,0.6605166051660517,0.6401869158878505,0.6515463917525773,0.9583059590418761
GSE250136,mast,celltype_single_cell,Pde12,H,Morphotypeneural_bias,0.3026166749775001,NA,NA,NA,NA,0.08117926758323982,0.08117926758323982,pluripotent,10836,0.8538638003996644,0.2029520295202952,0.2616822429906542,0.2288659793814433,0.825565334586833
GSE250136,mast,celltype_single_cell,Pde3b,H,Morphotypeneural_bias,0.060127956314802986,NA,NA,NA,NA,0.04797392007936489,0.04797392007936489,pluripotent,10836,0.7240031738541727,0.08118081180811808,0.14485981308411214,0.10927835051546392,0.5826321591285969
GSE250136,mast,celltype_single_cell,Pde4a,H,Morphotypeneural_bias,0.47261919882175657,NA,NA,NA,NA,0.03872263720296776,0.03872263720296776,pluripotent,10836,0.8986512832941316,0.13284132841328414,0.16355140186915887,0.1463917525773196,0.8850513913126516
GSE250136,mast,celltype_single_cell,Pde4d,H,Morphotypeneural_bias,0.23071964042913473,NA,NA,NA,NA,-0.011371470652527277,-0.011371470652527277,pluripotent,10836,0.8271841398948321,0.18450184501845018,0.1542056074766355,0.1711340206185567,0.7844955829542162
GSE250136,mast,celltype_single_cell,Pde4dip,H,Morphotypeneural_bias,0.2831244860221176,NA,NA,NA,NA,0.016281744760340888,0.016281744760340888,pluripotent,10836,0.844775208191235,0.12546125461254612,0.1588785046728972,0.1402061855670103,0.8165272735572072
GSE250136,mast,celltype_single_cell,Pde5a,H,Morphotypeneural_bias,0.09435977564725123,NA,NA,NA,NA,-0.017556241548167196,-0.017556241548167196,pluripotent,10836,0.7508637770019189,0.06273062730627306,0.03271028037383177,0.049484536082474224,0.6582073325804201
GSE250136,mast,celltype_single_cell,Pde6d,H,Morphotypeneural_bias,0.9740736351623094,NA,NA,NA,NA,-0.006817711299625218,-0.006817711299625218,pluripotent,10836,1,0.2952029520295203,0.29439252336448596,0.2948453608247423,0.9990628358490977
GSE250136,mast,celltype_single_cell,Pde7a,H,Morphotypeneural_bias,0.36122146052155163,NA,NA,NA,NA,0.14090123620635386,0.14090123620635386,pluripotent,10836,0.8639913089276107,0.4833948339483395,0.5280373831775701,0.5030927835051546,0.8483693805388836
GSE250136,mast,celltype_single_cell,Pde8a,H,Morphotypeneural_bias,0.7034623806446336,NA,NA,NA,NA,0.0027378786850241754,0.0027378786850241754,pluripotent,10836,0.9482588187443178,0.0996309963099631,0.09813084112149532,0.09896907216494845,0.9472657259078959
GSE250136,mast,celltype_single_cell,Pde9a,H,Morphotypeneural_bias,3.569029584775419e-4,NA,NA,NA,NA,-0.03651726827336292,-0.03651726827336292,pluripotent,10836,0.21461764569782854,0.07011070110701106,0.02336448598130841,0.049484536082474224,0.03873421701276002
GSE250136,mast,celltype_single_cell,Pdgfa,H,Morphotypeneural_bias,0.9677787213019758,NA,NA,NA,NA,0.05047603539283285,0.05047603539283285,pluripotent,10836,1,0.8007380073800738,0.8037383177570093,0.8020618556701031,0.9978777162516351
GSE250136,mast,celltype_single_cell,Pdgfc,H,Morphotypeneural_bias,0.49025022441067717,NA,NA,NA,NA,0.021950730201503718,0.021950730201503718,pluripotent,10836,0.8998302031062099,0.03690036900369004,0.06074766355140187,0.04742268041237113,0.890601371014335
GSE250136,mast,celltype_single_cell,Pdha1,H,Morphotypeneural_bias,0.6032477092082035,NA,NA,NA,NA,-0.1452306515033981,-0.1452306515033981,pluripotent,10836,0.9269609387478591,0.8007380073800738,0.7850467289719626,0.7938144329896907,0.923773005757687
GSE250136,mast,celltype_single_cell,Pdhb,H,Morphotypeneural_bias,0.6900172135043805,NA,NA,NA,NA,0.07535337319338176,0.07535337319338176,pluripotent,10836,0.9462752531143745,0.8339483394833949,0.8271028037383178,0.8309278350515464,0.943361789241945
GSE250136,mast,celltype_single_cell,Pdhx,H,Morphotypeneural_bias,0.2407800005110702,NA,NA,NA,NA,-0.07747339117555196,-0.07747339117555196,pluripotent,10836,0.8323866897259099,0.33579335793357934,0.2757009345794392,0.30927835051546393,0.7905170274066043
GSE250136,mast,celltype_single_cell,Pdia3,H,Morphotypeneural_bias,0.22227072759094496,NA,NA,NA,NA,-0.2686866172344571,-0.2686866172344571,pluripotent,10836,0.8254373191391187,0.8892988929889298,0.8457943925233645,0.8701030927835052,0.7823590753276377
GSE250136,mast,celltype_single_cell,Pdia4,H,Morphotypeneural_bias,0.5161350107161322,NA,NA,NA,NA,-0.06894384110487217,-0.06894384110487217,pluripotent,10836,0.9020919960519165,0.5940959409594095,0.616822429906542,0.6041237113402061,0.896914170636082
GSE250136,mast,celltype_single_cell,Pdia5,H,Morphotypeneural_bias,0.351191809102242,NA,NA,NA,NA,-0.06059609668372315,-0.06059609668372315,pluripotent,10836,0.861407035272854,0.2177121771217712,0.18691588785046728,0.20412371134020618,0.8450995342628479
GSE250136,mast,celltype_single_cell,Pdia6,H,Morphotypeneural_bias,0.6968353643780183,NA,NA,NA,NA,-0.21127951405007295,-0.21127951405007295,pluripotent,10836,0.9482588187443178,0.915129151291513,0.9018691588785047,0.9092783505154639,0.945809254565685
GSE250136,mast,celltype_single_cell,Pdik1l,H,Morphotypeneural_bias,0.011050501126390897,NA,NA,NA,NA,0.08738784542633746,0.08738784542633746,pluripotent,10836,0.5311430820961163,0.16605166051660517,0.21495327102803738,0.18762886597938144,0.313476854788212
GSE250136,mast,celltype_single_cell,Pdk1,H,Morphotypeneural_bias,0.5700414413667605,NA,NA,NA,NA,-0.021888816677409606,-0.021888816677409606,pluripotent,10836,0.9146351262012772,0.5719557195571956,0.602803738317757,0.5855670103092784,0.913839388987931
GSE250136,mast,celltype_single_cell,Pdk3,H,Morphotypeneural_bias,0.5116586371181235,NA,NA,NA,NA,-0.09774089413504838,-0.09774089413504838,pluripotent,10836,0.9020919960519165,0.4944649446494465,0.45794392523364486,0.47835051546391755,0.8953976805486893
GSE250136,mast,celltype_single_cell,Pdk4,H,Morphotypeneural_bias,0.044123249366913385,NA,NA,NA,NA,0.03378577258852305,0.03378577258852305,pluripotent,10836,0.6897361732256081,0.02952029520295203,0.07009345794392523,0.04742268041237113,0.5272305784737277
GSE250136,mast,celltype_single_cell,Pdlim1,H,Morphotypeneural_bias,0.3601770703040467,NA,NA,NA,NA,-0.09862345798344663,-0.09862345798344663,pluripotent,10836,0.863346507820738,0.7638376383763837,0.7102803738317757,0.7402061855670103,0.8477887611862751
GSE250136,mast,celltype_single_cell,Pdlim4,H,Morphotypeneural_bias,0.0022299850274999696,NA,NA,NA,NA,0.15992371335852784,0.15992371335852784,pluripotent,10836,0.4549241288953196,0.0996309963099631,0.19626168224299065,0.1422680412371134,0.13689211200613818
GSE250136,mast,celltype_single_cell,Pdlim5,H,Morphotypeneural_bias,0.03512228970471662,NA,NA,NA,NA,-0.1377980762794508,-0.1377980762794508,pluripotent,10836,0.6465368431358038,0.30996309963099633,0.21962616822429906,0.27010309278350514,0.4963622032568441
GSE250136,mast,celltype_single_cell,Pdlim7,H,Morphotypeneural_bias,0.3990715859032537,NA,NA,NA,NA,-0.04059155890869004,-0.04059155890869004,pluripotent,10836,0.8794956610243715,0.5055350553505535,0.5327102803738317,0.5175257731958763,0.8608400859511501
GSE250136,mast,celltype_single_cell,Pdp1,H,Morphotypeneural_bias,0.5357095405907635,NA,NA,NA,NA,0.004759379526794984,0.004759379526794984,pluripotent,10836,0.9067271411031156,0.06273062730627306,0.07476635514018691,0.06804123711340206,0.9030872140117663
GSE250136,mast,celltype_single_cell,Pdp2,H,Morphotypeneural_bias,0.446712883601035,NA,NA,NA,NA,-0.026889126031289276,-0.026889126031289276,pluripotent,10836,0.8935113830751558,0.12177121771217712,0.09345794392523364,0.10927835051546392,0.8759890189574199
GSE250136,mast,celltype_single_cell,Pdpk1,H,Morphotypeneural_bias,0.27316762897045754,NA,NA,NA,NA,-0.013166046044431723,-0.013166046044431723,pluripotent,10836,0.844033602348595,0.5092250922509225,0.5560747663551402,0.5298969072164949,0.8111172593431605
GSE250136,mast,celltype_single_cell,Pdpn,H,Morphotypeneural_bias,0.7530272493086139,NA,NA,NA,NA,-0.06091611837008454,-0.06091611837008454,pluripotent,10836,0.9597869397906473,0.34317343173431736,0.3177570093457944,0.3319587628865979,0.9580579532190625
GSE250136,mast,celltype_single_cell,Pdpr,H,Morphotypeneural_bias,0.6789461029297464,NA,NA,NA,NA,0.0022357366128508416,0.0022357366128508416,pluripotent,10836,0.9441692855657036,0.08487084870848709,0.09345794392523364,0.088659793814433,0.9413891144815996
GSE250136,mast,celltype_single_cell,Pdrg1,H,Morphotypeneural_bias,0.662416727066294,NA,NA,NA,NA,0.03047159856004855,0.03047159856004855,pluripotent,10836,0.9418987787553081,0.23616236162361623,0.27102803738317754,0.2515463917525773,0.9377312245947209
GSE250136,mast,celltype_single_cell,Pds5a,H,Morphotypeneural_bias,0.5642831251470957,NA,NA,NA,NA,0.16836890963674755,0.16836890963674755,pluripotent,10836,0.9131574064047295,0.7859778597785978,0.8037383177570093,0.7938144329896907,0.9130564713916299
GSE250136,mast,celltype_single_cell,Pds5b,H,Morphotypeneural_bias,0.3974788964104248,NA,NA,NA,NA,-0.12204686027057798,-0.12204686027057798,pluripotent,10836,0.879372062967184,0.5793357933579336,0.5794392523364486,0.5793814432989691,0.8599713256010664
GSE250136,mast,celltype_single_cell,Pdss1,H,Morphotypeneural_bias,0.43958272825535616,NA,NA,NA,NA,-0.028602449206388547,-0.028602449206388547,pluripotent,10836,0.8915803108481435,0.28044280442804426,0.24766355140186916,0.26597938144329897,0.8740444721822442
GSE250136,mast,celltype_single_cell,Pdss2,H,Morphotypeneural_bias,0.8554147477687093,NA,NA,NA,NA,-0.007558778966410218,-0.007558778966410218,pluripotent,10836,0.9820767727700939,0.2066420664206642,0.19626168224299065,0.2020618556701031,0.9798466443431992
GSE250136,mast,celltype_single_cell,Pdxdc1,H,Morphotypeneural_bias,0.20669051184548645,NA,NA,NA,NA,0.04339778595304211,0.04339778595304211,pluripotent,10836,0.8213359364967818,0.5535055350553506,0.5280373831775701,0.5422680412371134,0.7765873008009353
GSE250136,mast,celltype_single_cell,Pdxk,H,Morphotypeneural_bias,0.9419496063296213,NA,NA,NA,NA,-0.008709861759617382,-0.008709861759617382,pluripotent,10836,0.9992543479335564,0.16974169741697417,0.16355140186915887,0.1670103092783505,0.9935304576442621
GSE250136,mast,celltype_single_cell,Pdxp,H,Morphotypeneural_bias,0.7187648046940452,NA,NA,NA,NA,-0.04857982480913381,-0.04857982480913381,pluripotent,10836,0.9529974109158442,0.30996309963099633,0.2897196261682243,0.30103092783505153,0.9508146426643115
GSE250136,mast,celltype_single_cell,Pdzd11,H,Morphotypeneural_bias,0.39831567085762043,NA,NA,NA,NA,-0.085599071343191,-0.085599071343191,pluripotent,10836,0.879372062967184,0.46494464944649444,0.4158878504672897,0.44329896907216493,0.860169962796018
GSE250136,mast,celltype_single_cell,Pdzd4,H,Morphotypeneural_bias,0.19981270832471812,NA,NA,NA,NA,0.10659223284074304,0.10659223284074304,pluripotent,10836,0.8139904986476284,0.2656826568265683,0.29906542056074764,0.2804123711340206,0.7711364363016111
GSE250136,mast,celltype_single_cell,Pdzd8,H,Morphotypeneural_bias,0.46040571260021423,NA,NA,NA,NA,-0.0074009429795765524,-0.0074009429795765524,pluripotent,10836,0.8957464641850531,0.2656826568265683,0.24766355140186916,0.25773195876288657,0.8803082976913228
GSE250136,mast,celltype_single_cell,Pdzk1,H,Morphotypeneural_bias,0.9079690334505092,NA,NA,NA,NA,0.015694326295314365,0.015694326295314365,pluripotent,10836,0.9913549359758133,0.11808118081180811,0.1261682242990654,0.12164948453608247,0.9888236271635589
GSE250136,mast,celltype_single_cell,Pdzrn3,H,Morphotypeneural_bias,0.14504953714324845,NA,NA,NA,NA,-0.04033489868226852,-0.04033489868226852,pluripotent,10836,0.790940146115124,0.09225092250922509,0.0514018691588785,0.07422680412371134,0.7233269904532525
GSE250136,mast,celltype_single_cell,Pdzrn4,H,Morphotypeneural_bias,0.6841827637240623,NA,NA,NA,NA,-0.0013165484517600745,-0.0013165484517600745,pluripotent,10836,0.945451519464989,0.06273062730627306,0.056074766355140186,0.05979381443298969,0.9425029030208855
GSE250136,mast,celltype_single_cell,Pea15a,H,Morphotypeneural_bias,0.2224545610220975,NA,NA,NA,NA,-0.04626703075072465,-0.04626703075072465,pluripotent,10836,0.8254373191391187,0.13284132841328414,0.08878504672897196,0.1134020618556701,0.7823590753276377
GSE250136,mast,celltype_single_cell,Peak1,H,Morphotypeneural_bias,0.0638625873207457,NA,NA,NA,NA,-0.06437670408327131,-0.06437670408327131,pluripotent,10836,0.7273589816176689,0.24354243542435425,0.17757009345794392,0.21443298969072164,0.5955038589528528
GSE250136,mast,celltype_single_cell,Pebp1,H,Morphotypeneural_bias,0.23555030010799932,NA,NA,NA,NA,0.6682769635357992,0.6682769635357992,pluripotent,10836,0.8281919314756252,0.992619926199262,0.9953271028037384,0.9938144329896907,0.7874315446215494
GSE250136,mast,celltype_single_cell,Pecam1,H,Morphotypeneural_bias,0.6021084014426106,NA,NA,NA,NA,0.04007885023357827,0.04007885023357827,pluripotent,10836,0.9268057817951082,0.5166051660516605,0.5046728971962616,0.511340206185567,0.9234034028246181
GSE250136,mast,celltype_single_cell,Pecr,H,Morphotypeneural_bias,0.7262581484284915,NA,NA,NA,NA,-0.009625092106567812,-0.009625092106567812,pluripotent,10836,0.953540479769625,0.45387453874538747,0.43457943925233644,0.44536082474226807,0.9519097768008032
GSE250136,mast,celltype_single_cell,Pef1,H,Morphotypeneural_bias,0.7614898328852024,NA,NA,NA,NA,0.03249055002579898,0.03249055002579898,pluripotent,10836,0.9603047714920743,0.2988929889298893,0.3130841121495327,0.30515463917525776,0.9589635359442512
GSE250136,mast,celltype_single_cell,Peg10,H,Morphotypeneural_bias,0.07002106973813849,NA,NA,NA,NA,-0.35468079545441333,-0.35468079545441333,pluripotent,10836,0.7273589816176689,0.33948339483394835,0.2757009345794392,0.311340206185567,0.6085766295407408
GSE250136,mast,celltype_single_cell,Peg12,H,Morphotypeneural_bias,0.051126354872156984,NA,NA,NA,NA,-0.016878805687680992,-0.016878805687680992,pluripotent,10836,0.7077865412461712,0.16605166051660517,0.11682242990654206,0.14432989690721648,0.5562017064928049
GSE250136,mast,celltype_single_cell,Peg3,H,Morphotypeneural_bias,0.20977877344263277,NA,NA,NA,NA,0.3924502402470913,0.3924502402470913,pluripotent,10836,0.8225181322679248,0.7269372693726938,0.794392523364486,0.756701030927835,0.7783228904415789
GSE250136,mast,celltype_single_cell,Peli1,H,Morphotypeneural_bias,0.5842882939453239,NA,NA,NA,NA,-0.08924764352760328,-0.08924764352760328,pluripotent,10836,0.9204031605654229,0.6014760147601476,0.5654205607476636,0.5855670103092784,0.9170278908376928
GSE250136,mast,celltype_single_cell,Peli2,H,Morphotypeneural_bias,0.16289796760427358,NA,NA,NA,NA,0.015839013129840193,0.015839013129840193,pluripotent,10836,0.8068065687600179,0.11439114391143912,0.1542056074766355,0.13195876288659794,0.7410617353644096
GSE250136,mast,celltype_single_cell,Pelo,H,Morphotypeneural_bias,0.3866838649320749,NA,NA,NA,NA,0.07961681157229772,0.07961681157229772,pluripotent,10836,0.8745228069420766,0.36531365313653136,0.42990654205607476,0.3938144329896907,0.857241563513772
GSE250136,mast,celltype_single_cell,Pelp1,H,Morphotypeneural_bias,0.8853519018026713,NA,NA,NA,NA,-0.07744767290213828,-0.07744767290213828,pluripotent,10836,0.9870773332301499,0.8118081180811808,0.8084112149532711,0.8103092783505155,0.984833060881548
GSE250136,mast,celltype_single_cell,Pemt,H,Morphotypeneural_bias,0.8828210285469846,NA,NA,NA,NA,-0.009535595481958967,-0.009535595481958967,pluripotent,10836,0.986786353651684,0.08487084870848709,0.0794392523364486,0.08247422680412371,0.9843891828991387
GSE250136,mast,celltype_single_cell,Pepd,H,Morphotypeneural_bias,0.27492411209385675,NA,NA,NA,NA,-0.08690930523251478,-0.08690930523251478,pluripotent,10836,0.844033602348595,0.36531365313653136,0.34579439252336447,0.35670103092783506,0.8121518306890451
GSE250136,mast,celltype_single_cell,Per1,H,Morphotypeneural_bias,0.9237994976470084,NA,NA,NA,NA,-0.005694958588152027,-0.005694958588152027,pluripotent,10836,0.9942533322592442,0.04797047970479705,0.04205607476635514,0.04536082474226804,0.9910881922846525
GSE250136,mast,celltype_single_cell,Per3,H,Morphotypeneural_bias,0.1945166020360256,NA,NA,NA,NA,-0.04210049648932257,-0.04210049648932257,pluripotent,10836,0.8126745375613914,0.13284132841328414,0.102803738317757,0.11958762886597939,0.7681088149677334
GSE250136,mast,celltype_single_cell,Perp,H,Morphotypeneural_bias,0.3563691015279779,NA,NA,NA,NA,0.03937731818149191,0.03937731818149191,pluripotent,10836,0.8624192891424818,0.04059040590405904,0.07009345794392523,0.05360824742268041,0.8464935537068624
GSE250136,mast,celltype_single_cell,Pes1,H,Morphotypeneural_bias,0.10088123681243524,NA,NA,NA,NA,0.29726822842652334,0.29726822842652334,pluripotent,10836,0.7531165132737073,0.8118081180811808,0.8644859813084113,0.8350515463917526,0.6659746714087458
GSE250136,mast,celltype_single_cell,Pet100,H,Morphotypeneural_bias,0.2753610774350104,NA,NA,NA,NA,0.04298878351343216,0.04298878351343216,pluripotent,10836,0.8443366295061056,0.5867158671586716,0.5607476635514018,0.5752577319587628,0.8122699646875112
GSE250136,mast,celltype_single_cell,Pex1,H,Morphotypeneural_bias,0.8749569103870172,NA,NA,NA,NA,-0.01399240449814193,-0.01399240449814193,pluripotent,10836,0.9854825043267699,0.2177121771217712,0.21495327102803738,0.21649484536082475,0.9826357068004645
GSE250136,mast,celltype_single_cell,Pex10,H,Morphotypeneural_bias,0.33632910945039474,NA,NA,NA,NA,-0.05961886007765374,-0.05961886007765374,pluripotent,10836,0.8606986566577304,0.1881918819188192,0.14485981308411214,0.16907216494845362,0.8384350884210977
GSE250136,mast,celltype_single_cell,Pex11a,H,Morphotypeneural_bias,0.019657058797792355,NA,NA,NA,NA,5.656947810608881e-5,5.656947810608881e-5,pluripotent,10836,0.586872943043717,0.05904059040590406,0.06074766355140187,0.05979381443298969,0.4031385498923373
GSE250136,mast,celltype_single_cell,Pex11b,H,Morphotypeneural_bias,0.3049557327445401,NA,NA,NA,NA,0.05147985083402554,0.05147985083402554,pluripotent,10836,0.8538968594344096,0.15867158671586715,0.21495327102803738,0.18350515463917524,0.826405688373678
