study,technique,analysis_level,gene,component,contrast,pvalue,ci.hi,ci.lo,coef,z,logFC,log2FoldChange,celltype,n_selected_genes,padj_celltype_BH,pct_TLS,pct_neural_bias,detection_freq,padj_global_BH
GSE250136,mast,celltype_single_cell,Ipo11,H,Morphotypeneural_bias,0.503764805300232,NA,NA,NA,NA,-0.03488305946710568,-0.03488305946710568,somitic,9826,0.9297865316252216,0.3214472994231778,0.3045897079276773,0.31683168316831684,0.8945626900289283
GSE250136,mast,celltype_single_cell,Ipo13,H,Morphotypeneural_bias,0.3970275008283911,NA,NA,NA,NA,-0.006850607251434895,-0.006850607251434895,somitic,9826,0.9038774107330725,0.09648662821185107,0.08762169680111266,0.09405940594059406,0.8598029680675942
GSE250136,mast,celltype_single_cell,Ipo4,H,Morphotypeneural_bias,0.5632135438743913,NA,NA,NA,NA,-0.03359244927659255,-0.03359244927659255,somitic,9826,0.9399509645572574,0.3450445726271631,0.33240611961057026,0.3415841584158416,0.9126555791782364
GSE250136,mast,celltype_single_cell,Ipo5,H,Morphotypeneural_bias,0.38887190864212307,NA,NA,NA,NA,-0.10591655441806624,-0.10591655441806624,somitic,9826,0.9003663282645377,0.7729417933927635,0.7732962447844228,0.773038842345773,0.857241563513772
GSE250136,mast,celltype_single_cell,Ipo7,H,Morphotypeneural_bias,0.6480259335467752,NA,NA,NA,NA,-0.04609650485409644,-0.04609650485409644,somitic,9826,0.9528624185043045,0.5920293654955427,0.5938803894297635,0.5925361766945926,0.9346844866892234
GSE250136,mast,celltype_single_cell,Ipo8,H,Morphotypeneural_bias,0.45526676525723797,NA,NA,NA,NA,-0.014279482026089696,-0.014279482026089696,somitic,9826,0.9183791037907227,0.3083377031987415,0.3143254520166898,0.30997715156131,0.8785858695750662
GSE250136,mast,celltype_single_cell,Ipo9,H,Morphotypeneural_bias,0.8535978751808055,NA,NA,NA,NA,0.00282552100004263,0.00282552100004263,somitic,9826,0.9819223889066168,0.4022024121657053,0.4019471488178025,0.4021325209444021,0.9792501418060197
GSE250136,mast,celltype_single_cell,Ipp,H,Morphotypeneural_bias,0.7941439204750784,NA,NA,NA,NA,0.007285258936608335,0.007285258936608335,somitic,9826,0.9746126093849242,0.06764551651809124,0.07649513212795549,0.07006854531607007,0.9662162461071698
GSE250136,mast,celltype_single_cell,Ippk,H,Morphotypeneural_bias,0.6484562029218813,NA,NA,NA,NA,0.0013902291401627978,0.0013902291401627978,somitic,9826,0.9528624185043045,0.0519140010487677,0.055632823365785816,0.05293221629855293,0.9347420405050855
GSE250136,mast,celltype_single_cell,Iqcb1,H,Morphotypeneural_bias,0.24373784095857798,NA,NA,NA,NA,-0.046293124836257415,-0.046293124836257415,somitic,9826,0.8546829186453461,0.36601992658626115,0.3574408901251738,0.36367098248286367,0.7926889171287554
GSE250136,mast,celltype_single_cell,Iqcc,H,Morphotypeneural_bias,0.7487450053898995,NA,NA,NA,NA,0.008889341784599061,0.008889341784599061,somitic,9826,0.9689332448621353,0.08704771893025695,0.09596662030598054,0.0894897182025895,0.9572521655347955
GSE250136,mast,celltype_single_cell,Iqce,H,Morphotypeneural_bias,0.6377077582724874,NA,NA,NA,NA,0.01114569565690561,0.01114569565690561,somitic,9826,0.9512128175931237,0.08914525432616675,0.10292072322670376,0.09291698400609291,0.9318906215059718
GSE250136,mast,celltype_single_cell,Iqgap1,H,Morphotypeneural_bias,0.6684167943907344,NA,NA,NA,NA,-0.01769113623985219,-0.01769113623985219,somitic,9826,0.9559774880820637,0.38280020975353957,0.38803894297635605,0.3842345773038842,0.9393153014423277
GSE250136,mast,celltype_single_cell,Iqgap2,H,Morphotypeneural_bias,0.0682244221187215,NA,NA,NA,NA,-0.04515697885793646,-0.04515697885793646,somitic,9826,0.7298112170644809,0.2852648138437336,0.24756606397774686,0.27494287890327496,0.6065521302571948
GSE250136,mast,celltype_single_cell,Iqgap3,H,Morphotypeneural_bias,0.9085323341211605,NA,NA,NA,NA,-0.004561576548470031,-0.004561576548470031,somitic,9826,0.989395941336777,0.09701101206082853,0.09596662030598054,0.09672505712109672,0.9889849499180356
GSE250136,mast,celltype_single_cell,Iqsec1,H,Morphotypeneural_bias,0.6715750589037734,NA,NA,NA,NA,0.014624576165674835,0.014624576165674835,somitic,9826,0.9559774880820637,0.15836392239119035,0.17524339360222532,0.16298552932216298,0.9395295054863215
GSE250136,mast,celltype_single_cell,Irak1,H,Morphotypeneural_bias,0.12423108030188909,NA,NA,NA,NA,-0.06444593830993572,-0.06444593830993572,somitic,9826,0.79567820336770545,0.3938122705820661,0.3769123783031989,0.38918507235338917,0.7013294751493395
GSE250136,mast,celltype_single_cell,Irak1bp1,H,Morphotypeneural_bias,0.21475829413322733,NA,NA,NA,NA,-0.03262176688891921,-0.03262176688891921,somitic,9826,0.8487977357414197,0.33141059255374933,0.3031988873435327,0.32368621477532367,0.7783228904415789
GSE250136,mast,celltype_single_cell,Irak2,H,Morphotypeneural_bias,0.37376346484507306,NA,NA,NA,NA,-0.01395967766311084,-0.01395967766311084,somitic,9826,0.8995434123429118,0.06345044572627163,0.05146036161335188,0.060167555217060166,0.8544647953893817
GSE250136,mast,celltype_single_cell,Ireb2,H,Morphotypeneural_bias,0.2620446844991947,NA,NA,NA,NA,0.05267832090160618,0.05267832090160618,somitic,9826,0.8649004754404224,0.4509701101206083,0.4659248956884562,0.45506473724295504,0.8050179349714093
GSE250136,mast,celltype_single_cell,Irf2,H,Morphotypeneural_bias,0.02032263004593262,NA,NA,NA,NA,-0.037205662573425516,-0.037205662573425516,somitic,9826,0.5484990397909043,0.13004719454640798,0.09457579972183588,0.12033511043412033,0.40847856093652335
GSE250136,mast,celltype_single_cell,Irf2bp1,H,Morphotypeneural_bias,0.7257754200145645,NA,NA,NA,NA,-0.013626124675359896,-0.013626124675359896,somitic,9826,0.9689332448621353,0.23754588358678552,0.23504867872044508,0.23686214775323686,0.9519097768008032
GSE250136,mast,celltype_single_cell,Irf2bp2,H,Morphotypeneural_bias,0.12313347408179834,NA,NA,NA,NA,0.005978567955213343,0.005978567955213343,somitic,9826,0.7941935850907839,0.49816465652857894,0.47705146036161333,0.4923838537699924,0.7000814703247
GSE250136,mast,celltype_single_cell,Irf2bpl,H,Morphotypeneural_bias,0.044140840350993735,NA,NA,NA,NA,-0.009192869859045272,-0.009192869859045272,somitic,9826,0.6515449778666462,0.0692186680650236,0.054242002781641166,0.06511805026656511,0.5272305784737277
GSE250136,mast,celltype_single_cell,Irf3,H,Morphotypeneural_bias,0.20715717995297092,NA,NA,NA,NA,-0.01923733504488799,-0.01923733504488799,somitic,9826,0.8487977357414197,0.08652333508127949,0.07093184979137691,0.08225437928408226,0.7766642381731115
GSE250136,mast,celltype_single_cell,Irgq,H,Morphotypeneural_bias,0.803630167744127,NA,NA,NA,NA,-4.554445780435845e-4,-4.554445780435845e-4,somitic,9826,0.975255236917743,0.04929208180388044,0.05146036161335188,0.049885757806549885,0.9685365043360251
GSE250136,mast,celltype_single_cell,Irs1,H,Morphotypeneural_bias,0.16302043854409579,NA,NA,NA,NA,-0.004988263342570021,-0.004988263342570021,somitic,9826,0.827311884656891,0.05558468799160986,0.0458970792767733,0.05293221629855293,0.7412470877571319
GSE250136,mast,celltype_single_cell,Irs2,H,Morphotypeneural_bias,0.13568854893885735,NA,NA,NA,NA,-0.013588551008458738,-0.013588551008458738,somitic,9826,0.802612879785836,0.1609858416360776,0.16550764951321278,0.16222391469916222,0.7129385015764724
GSE250136,mast,celltype_single_cell,Irx1,H,Morphotypeneural_bias,0.014831182413392813,NA,NA,NA,NA,0.05093155466628452,0.05093155466628452,somitic,9826,0.5042088830850671,0.11536444677503933,0.15577190542420027,0.12642802741812642,0.35579936022398995
GSE250136,mast,celltype_single_cell,Irx2,H,Morphotypeneural_bias,0.5082478290115495,NA,NA,NA,NA,0.004811412684214499,0.004811412684214499,somitic,9826,0.9297865316252216,0.04614577871001573,0.05006954102920723,0.04722010662604722,0.8949749066346906
GSE250136,mast,celltype_single_cell,Irx3,H,Morphotypeneural_bias,4.5265963878447223e-8,NA,NA,NA,NA,0.20079394017131075,0.20079394017131075,somitic,9826,1.259617369812217e-4,0.23754588358678552,0.32962447844228093,0.26275704493526275,2.5351733967231585e-5
GSE250136,mast,celltype_single_cell,Irx5,H,Morphotypeneural_bias,0.0013435684815553798,NA,NA,NA,NA,0.06070165132732819,0.06070165132732819,somitic,9826,0.21389068622751328,0.0886208704771893,0.12656467315716272,0.09900990099009901,0.09799193595781319
GSE250136,mast,celltype_single_cell,Isca1,H,Morphotypeneural_bias,0.2462865750628586,NA,NA,NA,NA,-0.020356126670701635,-0.020356126670701635,somitic,9826,0.8559482136514276,0.10697430519140011,0.08762169680111266,0.10167555217060167,0.7944643289592318
GSE250136,mast,celltype_single_cell,Isca2,H,Morphotypeneural_bias,0.6202217064833487,NA,NA,NA,NA,0.020878439149735528,0.020878439149735528,somitic,9826,0.9501782695946799,0.2842160461457787,0.30598052851182195,0.2901751713632902,0.9279135948020351
GSE250136,mast,celltype_single_cell,Iscu,H,Morphotypeneural_bias,0.6890100729868609,NA,NA,NA,NA,-0.028150575316986615,-0.028150575316986615,somitic,9826,0.9614506846248981,0.47823807026743576,0.46453407510431155,0.4744859101294745,0.9430758680104842
GSE250136,mast,celltype_single_cell,Isg20l2,H,Morphotypeneural_bias,0.4782684164017868,NA,NA,NA,NA,0.02811381690442838,0.02811381690442838,somitic,9826,0.9242697071494012,0.2711064499213424,0.29763560500695413,0.27837014470677834,0.887017336676895
GSE250136,mast,celltype_single_cell,Islr,H,Morphotypeneural_bias,0.3839499185038814,NA,NA,NA,NA,0.04184862344165685,0.04184862344165685,somitic,9826,0.8995434123429118,0.31725222863135816,0.34075104311543813,0.32368621477532367,0.8568143867115554
GSE250136,mast,celltype_single_cell,Ism1,H,Morphotypeneural_bias,0.08343545745263685,NA,NA,NA,NA,-0.04503554234335219,-0.04503554234335219,somitic,9826,0.7593690752822813,0.248557944415312,0.2336578581363004,0.24447829398324447,0.6401083133879536
GSE250136,mast,celltype_single_cell,Isoc1,H,Morphotypeneural_bias,0.19745326674462402,NA,NA,NA,NA,0.048058176252260054,0.048058176252260054,somitic,9826,0.8476430742296355,0.6402726796014683,0.631432545201669,0.6378522467631379,0.7694966919293088
GSE250136,mast,celltype_single_cell,Ist1,H,Morphotypeneural_bias,0.05432550903106694,NA,NA,NA,NA,0.07599167571583954,0.07599167571583954,somitic,9826,0.6823167070807137,0.3466177241740954,0.3963838664812239,0.3602437166793602,0.5634428236158533
GSE250136,mast,celltype_single_cell,Isy1,H,Morphotypeneural_bias,0.2834009166357977,NA,NA,NA,NA,0.07401497627716713,0.07401497627716713,somitic,9826,0.8756149642637893,0.5369690613529103,0.5716272600834492,0.5464584920030464,0.8165272735572072
GSE250136,mast,celltype_single_cell,Isyna1,H,Morphotypeneural_bias,0.3121072083599766,NA,NA,NA,NA,-0.003019762109348678,-0.003019762109348678,somitic,9826,0.8839609958397007,0.30204509701101206,0.2906815020862309,0.29893373952779895,0.8289177160148902
GSE250136,mast,celltype_single_cell,Itch,H,Morphotypeneural_bias,0.021633856246639212,NA,NA,NA,NA,0.0779843418739779,0.0779843418739779,somitic,9826,0.5638000997963667,0.2800209753539591,0.325452016689847,0.2924600152322925,0.41833754843511844
GSE250136,mast,celltype_single_cell,Itfg1,H,Morphotypeneural_bias,0.0865747421038952,NA,NA,NA,NA,-0.036042195576206526,-0.036042195576206526,somitic,9826,0.7623006546057032,0.2863135815416885,0.2795549374130737,0.28446306169078445,0.6442252629086155
GSE250136,mast,celltype_single_cell,Itfg2,H,Morphotypeneural_bias,0.98510808964491825,NA,NA,NA,NA,-0.005096809581150885,-0.005096809581150885,somitic,9826,0.9992565374674703,0.3230204509701101,0.3240611961057024,0.3233054074638233,1
GSE250136,mast,celltype_single_cell,Itga5,H,Morphotypeneural_bias,0.11195118648240572,NA,NA,NA,NA,0.0014478321859333065,0.0014478321859333065,somitic,9826,0.7869849940077958,0.06607236497115888,0.0737134909596662,0.06816450875856817,0.6857501451221085
GSE250136,mast,celltype_single_cell,Itga6,H,Morphotypeneural_bias,0.2540275721208211,NA,NA,NA,NA,0.07100030347733244,0.07100030347733244,somitic,9826,0.8633071242086017,0.4609334032511799,0.4993045897079277,0.4714394516374714,0.800275056198684
GSE250136,mast,celltype_single_cell,Itga9,H,Morphotypeneural_bias,0.8687991886177691,NA,NA,NA,NA,-0.011637449702129987,-0.011637449702129987,somitic,9826,0.9829619155142666,0.3340325117986366,0.3282336578581363,0.33244478293983243,0.9819391895870521
GSE250136,mast,celltype_single_cell,Itgav,H,Morphotypeneural_bias,0.9960501668424437,NA,NA,NA,NA,-9.892689899508034e-4,-9.892689899508034e-4,somitic,9826,0.9992565374674703,0.09596224436287362,0.09735744089012517,0.09634424980959634,1
GSE250136,mast,celltype_single_cell,Itgb1,H,Morphotypeneural_bias,0.1918499429126721,NA,NA,NA,NA,-0.05689832560939556,-0.05689832560939556,somitic,9826,0.8465552233055051,0.7587834294703724,0.7774687065368567,0.763899466869764,0.7669113214473057
GSE250136,mast,celltype_single_cell,Itgb1bp1,H,Morphotypeneural_bias,0.43837853390866427,NA,NA,NA,NA,0.018796210475352626,0.018796210475352626,somitic,9826,0.9113595312650664,0.24174095437860513,0.26564673157162727,0.24828636709824828,0.8736779535820363
GSE250136,mast,celltype_single_cell,Itgb3bp,H,Morphotypeneural_bias,0.06247655926808116,NA,NA,NA,NA,0.08109028710601063,0.08109028710601063,somitic,9826,0.7073730457928149,0.4299947561615102,0.48261474269819193,0.4444021325209444,0.5902226387331324
GSE250136,mast,celltype_single_cell,Itgb5,H,Morphotypeneural_bias,0.6848688580957348,NA,NA,NA,NA,-0.010316459582163595,-0.010316459582163595,somitic,9826,0.9614506846248981,0.16727844782380702,0.16411682892906815,0.16641279512566642,0.9426869136870614
GSE250136,mast,celltype_single_cell,Itgb8,H,Morphotypeneural_bias,0.15080170949864968,NA,NA,NA,NA,-0.010449131642040213,-0.010449131642040213,somitic,9826,0.8135737502133694,0.05925537493445202,0.0458970792767733,0.055597867479055596,0.7296683376478728
GSE250136,mast,celltype_single_cell,Itih5,H,Morphotypeneural_bias,0.37769030895796096,NA,NA,NA,NA,-0.012379236846986719,-0.012379236846986719,somitic,9826,0.8995434123429118,0.34976402726796013,0.3657858136300417,0.3541507996953541,0.8561080252642859
GSE250136,mast,celltype_single_cell,Itm2a,H,Morphotypeneural_bias,0.5611559144111254,NA,NA,NA,NA,0.016853904953124776,0.016853904953124776,somitic,9826,0.9399509645572574,0.362349239643419,0.3852573018080668,0.3686214775323686,0.9119467582253242
GSE250136,mast,celltype_single_cell,Itm2b,H,Morphotypeneural_bias,0.7484104362608581,NA,NA,NA,NA,0.01516075132173178,0.01516075132173178,somitic,9826,0.9689332448621353,0.5899318300996329,0.60778859527121,0.5948210205635949,0.9571074445751827
GSE250136,mast,celltype_single_cell,Itm2c,H,Morphotypeneural_bias,0.019223143401591314,NA,NA,NA,NA,0.04912253651293674,0.04912253651293674,somitic,9826,0.5388837200833656,0.40587309910854746,0.4617524339360223,0.4211728865194212,0.4000680267265194
GSE250136,mast,celltype_single_cell,Itpa,H,Morphotypeneural_bias,0.33531573079673055,NA,NA,NA,NA,-0.025428353345029686,-0.025428353345029686,somitic,9826,0.8931136846637533,0.5915049816465653,0.56884561891516,0.5853008377760853,0.8381507591378963
GSE250136,mast,celltype_single_cell,Itpk1,H,Morphotypeneural_bias,0.5394879110811742,NA,NA,NA,NA,0.0014801609392724874,0.0014801609392724874,somitic,9826,0.9328526445569406,0.08127949659150498,0.08762169680111266,0.08301599390708302,0.9053250381979857
GSE250136,mast,celltype_single_cell,Itpkb,H,Morphotypeneural_bias,0.8985304683567302,NA,NA,NA,NA,-5.502476856066377e-4,-5.502476856066377e-4,somitic,9826,0.9868327243700619,0.0508652333508128,0.05285118219749652,0.05140898705255141,0.9871570309626072
GSE250136,mast,celltype_single_cell,Itpr1,H,Morphotypeneural_bias,0.09465888757129576,NA,NA,NA,NA,-0.03709357817543643,-0.03709357817543643,somitic,9826,0.7689115591220292,0.1578395385422129,0.13351877607788595,0.15118050266565117,0.65909580830693
GSE250136,mast,celltype_single_cell,Itpr2,H,Morphotypeneural_bias,0.7269989572183098,NA,NA,NA,NA,-0.004386074300493287,-0.004386074300493287,somitic,9826,0.9689332448621353,0.08127949659150498,0.07649513212795549,0.07996953541507996,0.9519097768008032
GSE250136,mast,celltype_single_cell,Itprid2,H,Morphotypeneural_bias,0.4492235196042965,NA,NA,NA,NA,0.022174357729672883,0.022174357729672883,somitic,9826,0.9161648829149835,0.14001048767697954,0.1599443671766342,0.14546839299314546,0.8768797288000575
GSE250136,mast,celltype_single_cell,Itsn1,H,Morphotypeneural_bias,0.7962042514025185,NA,NA,NA,NA,-0.02063752551267356,-0.02063752551267356,somitic,9826,0.9746126093849242,0.36444677503932876,0.3560500695410292,0.36214775323686216,0.966623942605807
GSE250136,mast,celltype_single_cell,Itsn2,H,Morphotypeneural_bias,0.4371357370037662,NA,NA,NA,NA,-0.00702409311387002,-0.00702409311387002,somitic,9826,0.9112942850054198,0.09910854745673833,0.09874826147426982,0.09900990099009901,0.8729455843132542
GSE250136,mast,celltype_single_cell,Ivd,H,Morphotypeneural_bias,0.4019560467070196,NA,NA,NA,NA,0.03678611372113161,0.03678611372113161,somitic,9826,0.9053448653742033,0.307813319349764,0.3379694019471488,0.31607006854531605,0.8622514015582287
GSE250136,mast,celltype_single_cell,Ivns1abp,H,Morphotypeneural_bias,0.6341758551680999,NA,NA,NA,NA,-0.05680328766777598,-0.05680328766777598,somitic,9826,0.951027018660664,0.6822233875196644,0.6759388038942976,0.6805026656511804,0.9304947895320863
GSE250136,mast,celltype_single_cell,Iws1,H,Morphotypeneural_bias,0.522822106521456,NA,NA,NA,NA,-0.0607644680076489,-0.0607644680076489,somitic,9826,0.9297865316252216,0.5768222338751966,0.5632823365785814,0.5731150038080731,0.8984609046783095
GSE250136,mast,celltype_single_cell,Jade1,H,Morphotypeneural_bias,0.8679792680458434,NA,NA,NA,NA,-0.014786983519062602,-0.014786983519062602,somitic,9826,0.9829619155142666,0.45254326166754066,0.44645340751043117,0.45087585681645087,0.9818931598149638
GSE250136,mast,celltype_single_cell,Jade3,H,Morphotypeneural_bias,0.8203230752412718,NA,NA,NA,NA,-0.007462124351005739,-0.007462124351005739,somitic,9826,0.9758418545448098,0.11116937598321971,0.10848400556328233,0.11043412033511044,0.9723387240210967
GSE250136,mast,celltype_single_cell,Jag1,H,Morphotypeneural_bias,0.9287670738986497,NA,NA,NA,NA,0.0033477200950903646,0.0033477200950903646,somitic,9826,0.9897762504284993,0.061352910330361825,0.06675938803894298,0.06283320639756283,0.9917610953301734
GSE250136,mast,celltype_single_cell,Jagn1,H,Morphotypeneural_bias,0.5984200278797557,NA,NA,NA,NA,0.0335879207620981,0.0335879207620981,somitic,9826,0.9453102093522657,0.3838489774514945,0.40333796940194716,0.38918507235338917,0.9222444333556903
GSE250136,mast,celltype_single_cell,Jak1,H,Morphotypeneural_bias,0.18401754658979888,NA,NA,NA,NA,0.028386862405707536,0.028386862405707536,somitic,9826,0.8462215258332857,0.3738856843209229,0.3741307371349096,0.37395277989337394,0.7607758021718147
GSE250136,mast,celltype_single_cell,Jak2,H,Morphotypeneural_bias,0.7769196791936372,NA,NA,NA,NA,0.0057271556539582325,0.0057271556539582325,somitic,9826,0.9731056717151402,0.10015731515469324,0.10987482614742698,0.10281797410510282,0.9622543590420389
GSE250136,mast,celltype_single_cell,Jam3,H,Morphotypeneural_bias,0.7789031917375019,NA,NA,NA,NA,0.020614195084474374,0.020614195084474374,somitic,9826,0.9736924877296936,0.33455689564761404,0.3518776077885953,0.3392993145468393,0.9627356958452004
GSE250136,mast,celltype_single_cell,Jarid2,H,Morphotypeneural_bias,0.8717196151183875,NA,NA,NA,NA,0.0013493412728095011,0.0013493412728095011,somitic,9826,0.9829619155142666,0.45673833245936024,0.45479833101529904,0.4562071591774562,0.9823054128953935
GSE250136,mast,celltype_single_cell,Jcad,H,Morphotypeneural_bias,0.5603163446857998,NA,NA,NA,NA,0.007803134665111129,0.007803134665111129,somitic,9826,0.9399509645572574,0.04457262716308338,0.05285118219749652,0.04683929931454684,0.9119467582253242
GSE250136,mast,celltype_single_cell,Jkamp,H,Morphotypeneural_bias,0.9655126651985649,NA,NA,NA,NA,0.0023193778907814044,0.0023193778907814044,somitic,9826,0.9978515258568178,0.33560566334556896,0.3435326842837274,0.3377760853008378,0.9977841572041597
GSE250136,mast,celltype_single_cell,Jmjd1c,H,Morphotypeneural_bias,0.09393561972945824,NA,NA,NA,NA,0.08040185089302365,0.08040185089302365,somitic,9826,0.7689115591220292,0.5752490823282643,0.5785813630041725,0.5761614623000761,0.6578497005075428
GSE250136,mast,celltype_single_cell,Jmjd4,H,Morphotypeneural_bias,0.005391099060674147,NA,NA,NA,NA,0.015569460329111946,0.015569460329111946,somitic,9826,0.3626444723738014,0.05768222338751967,0.06954102920723226,0.06092916984006093,0.2161850149486614
GSE250136,mast,celltype_single_cell,Jmjd6,H,Morphotypeneural_bias,0.03503881227423901,NA,NA,NA,NA,-0.058363111679439666,-0.058363111679439666,somitic,9826,0.6270607114652063,0.24908232826428947,0.21696801112656466,0.2402894135567403,0.49549118417108873
GSE250136,mast,celltype_single_cell,Jmjd7,H,Morphotypeneural_bias,0.9185476997053962,NA,NA,NA,NA,-0.007302802688287091,-0.007302802688287091,somitic,9826,0.9897762504284993,0.1588883062401678,0.15577190542420027,0.15803503427265803,0.9899018029964436
GSE250136,mast,celltype_single_cell,Jmjd8,H,Morphotypeneural_bias,0.8648268071314623,NA,NA,NA,NA,0.005894950700088608,0.005894950700088608,somitic,9826,0.9829619155142666,0.09543786051389617,0.10152990264255911,0.09710586443259711,0.9810669693803149
GSE250136,mast,celltype_single_cell,Jmy,H,Morphotypeneural_bias,0.3216110073015475,NA,NA,NA,NA,0.05018359374239839,0.05018359374239839,somitic,9826,0.8878415701682711,0.3555322496067121,0.3866481223922114,0.36405178979436403,0.8332314875062652
GSE250136,mast,celltype_single_cell,Josd1,H,Morphotypeneural_bias,0.23860071999106144,NA,NA,NA,NA,0.028581032255948324,0.028581032255948324,somitic,9826,0.8546829186453461,0.2443628736234924,0.2767732962447844,0.25323686214775326,0.7885666549973027
GSE250136,mast,celltype_single_cell,Josd2,H,Morphotypeneural_bias,0.733109666547282,NA,NA,NA,NA,-0.019667931806113426,-0.019667931806113426,somitic,9826,0.9689332448621353,0.2758259045621395,0.26564673157162727,0.273038842345773,0.9536314064219311
GSE250136,mast,celltype_single_cell,Jph1,H,Morphotypeneural_bias,0.7252775308442659,NA,NA,NA,NA,0.008659412074692494,0.008659412074692494,somitic,9826,0.9689332448621353,0.0713162034609334,0.08205841446453407,0.07425742574257425,0.9519097768008032
GSE250136,mast,celltype_single_cell,Jpt1,H,Morphotypeneural_bias,0.3515845057942969,NA,NA,NA,NA,-0.11217040428876546,-0.11217040428876546,somitic,9826,0.8954537892381367,0.8636601992658626,0.8762169680111266,0.8670982482863671,0.8451178765647315
GSE250136,mast,celltype_single_cell,Jpt2,H,Morphotypeneural_bias,0.9637827182848429,NA,NA,NA,NA,-0.0057088656471441235,-0.0057088656471441235,somitic,9826,0.9976994212568308,0.43209229155742,0.43115438108484005,0.43183549124143183,0.9975668374879988
GSE250136,mast,celltype_single_cell,Jpx,H,Morphotypeneural_bias,0.7443824918867653,NA,NA,NA,NA,-0.0066382661369611545,-0.0066382661369611545,somitic,9826,0.9689332448621353,0.1059255374934452,0.1043115438108484,0.10548362528560548,0.9563034545772046
GSE250136,mast,celltype_single_cell,Jrk,H,Morphotypeneural_bias,0.6185829048093765,NA,NA,NA,NA,-8.972014288213259e-4,-8.972014288213259e-4,somitic,9826,0.9501782695946799,0.061352910330361825,0.059805285118219746,0.06092916984006093,0.927040535265434
GSE250136,mast,celltype_single_cell,Jrkl,H,Morphotypeneural_bias,0.8051167928092888,NA,NA,NA,NA,0.0065164648084165555,0.0065164648084165555,somitic,9826,0.9756132818637472,0.0723649711588883,0.07927677329624479,0.07425742574257425,0.9689616240052831
GSE250136,mast,celltype_single_cell,Jtb,H,Morphotypeneural_bias,0.5272626488626895,NA,NA,NA,NA,0.008415658577777041,0.008415658577777041,somitic,9826,0.9303817440670017,0.4074462506554798,0.4283727399165508,0.41317593297791316,0.9003110806019624
GSE250136,mast,celltype_single_cell,Jun,H,Morphotypeneural_bias,0.2807701353930419,NA,NA,NA,NA,0.03910537154585303,0.03910537154585303,somitic,9826,0.8747128624519821,0.19926586261143156,0.22948539638386647,0.20753998476770755,0.8158387859436987
GSE250136,mast,celltype_single_cell,Jund,H,Morphotypeneural_bias,0.9636984545152276,NA,NA,NA,NA,0.011618278832996376,0.011618278832996376,somitic,9826,0.9976994212568308,0.5259570005243839,0.5354659248956884,0.5285605483625285,0.9975668374879988
GSE250136,mast,celltype_single_cell,Jup,H,Morphotypeneural_bias,0.05040978265044285,NA,NA,NA,NA,-0.023556076914050837,-0.023556076914050837,somitic,9826,0.6761168268096053,0.07341373885684321,0.054242002781641166,0.06816450875856817,0.554593214030527
GSE250136,mast,celltype_single_cell,Kalrn,H,Morphotypeneural_bias,0.775298546988755,NA,NA,NA,NA,-0.00736611852143626,-0.00736611852143626,somitic,9826,0.9730561468574013,0.14420555846879915,0.1376912378303199,0.14242193450114243,0.9620472485037035
GSE250136,mast,celltype_single_cell,Kank1,H,Morphotypeneural_bias,0.4982188493856898,NA,NA,NA,NA,-0.020789184476908557,-0.020789184476908557,somitic,9826,0.9297865316252216,0.17776612480335605,0.16689847009735745,0.1747905559786748,0.8926005035932738
GSE250136,mast,celltype_single_cell,Kank2,H,Morphotypeneural_bias,0.6555809904529467,NA,NA,NA,NA,0.016959078554076246,0.016959078554076246,somitic,9826,0.9545173727326913,0.18458311484006293,0.20305980528511822,0.18964204112718963,0.9364421480095664
GSE250136,mast,celltype_single_cell,Kansl1,H,Morphotypeneural_bias,0.8875289795537133,NA,NA,NA,NA,0.007908434950856469,0.007908434950856469,somitic,9826,0.9851471434010853,0.5264813843733613,0.5396383866481224,0.5300837776085301,0.985268080255434
GSE250136,mast,celltype_single_cell,Kansl1l,H,Morphotypeneural_bias,0.5199876792161416,NA,NA,NA,NA,0.015499393110237347,0.015499393110237347,somitic,9826,0.9297865316252216,0.11274252753015207,0.13073713490959665,0.11766945925361767,0.8980903475078148
GSE250136,mast,celltype_single_cell,Kansl2,H,Morphotypeneural_bias,0.9698664576765229,NA,NA,NA,NA,0.008343047770221657,0.008343047770221657,somitic,9826,0.9984057421397323,0.4257996853696906,0.43532684283727396,0.4284082254379284,0.9980956141824013
GSE250136,mast,celltype_single_cell,Kansl3,H,Morphotypeneural_bias,0.8251577792503225,NA,NA,NA,NA,-0.010720223168039611,-0.010720223168039611,somitic,9826,0.9758418545448098,0.2679601468274777,0.2614742698191933,0.2661843107387662,0.9730606749606566
GSE250136,mast,celltype_single_cell,Kantr,H,Morphotypeneural_bias,0.8767441064202228,NA,NA,NA,NA,0.006520884137532906,0.006520884137532906,somitic,9826,0.9829619155142666,0.12847404299947562,0.1376912378303199,0.130997715156131,0.9826357068004645
GSE250136,mast,celltype_single_cell,Kars,H,Morphotypeneural_bias,0.11307869547530248,NA,NA,NA,NA,-0.04876732571741438,-0.04876732571741438,somitic,9826,0.7879563772801584,0.6324069218668065,0.5966620305980529,0.6226199543031227,0.6877349537789378
GSE250136,mast,celltype_single_cell,Kat14,H,Morphotypeneural_bias,0.43114094105735,NA,NA,NA,NA,-0.013548386728419154,-0.013548386728419154,somitic,9826,0.9101516653852392,0.2260094389092816,0.22809457579972184,0.22658035034272658,0.8716702625002182
