study,technique,analysis_level,gene,component,contrast,pvalue,ci.hi,ci.lo,coef,z,logFC,log2FoldChange,padj_BH,pct_TLS,pct_neural_bias,detection_freq
GSE250136,mast,sample_single_cell,Ndufb9,H,Morphotypeneural_bias,0.03838748329005724,NA,NA,NA,NA,0.4731428142106182,0.4731428142106182,0.08559506717939656,0.95766310642131,0.9546104360257327,0.9563851275529288
GSE250136,mast,sample_single_cell,Ndufc1,H,Morphotypeneural_bias,0.09620102507261731,NA,NA,NA,NA,0.15672616781733595,0.15672616781733595,0.1400129051116146,0.8523999485265732,0.8557898498927805,0.8538191067554425
GSE250136,mast,sample_single_cell,Ndufc2,H,Morphotypeneural_bias,0.0589757797671735,NA,NA,NA,NA,0.20950311409838251,0.20950311409838251,0.1042176517721516,0.9912495174366234,0.9896354538956398,0.9905738011520909
GSE250136,mast,sample_single_cell,Ndufs2,H,Morphotypeneural_bias,0.22591862333946583,NA,NA,NA,NA,0.11600669320790935,0.11600669320790935,0.26249592426109364,0.999485265731566,0.9987491065046462,0.9991770778783572
GSE250136,mast,sample_single_cell,Ndufs5,H,Morphotypeneural_bias,0.11900949559349744,NA,NA,NA,NA,0.20199882660636215,0.20199882660636215,0.16183775356185798,1,1,1
GSE250136,mast,sample_single_cell,Ndufs6,H,Morphotypeneural_bias,0.04029432372463621,NA,NA,NA,NA,0.48856453291069624,0.48856453291069624,0.08711734800212487,0.9877750611246944,0.9883845604002859,0.9880302236851949
GSE250136,mast,sample_single_cell,Ndufs7,H,Morphotypeneural_bias,0.08955277468936888,NA,NA,NA,NA,0.1484831641816382,0.1484831641816382,0.13300533840821047,0.999742632865783,1,0.9998503777960649
GSE250136,mast,sample_single_cell,Ndufv2,H,Morphotypeneural_bias,0.15283320114363871,NA,NA,NA,NA,0.17311546886397,0.17311546886397,0.194514983273722,0.8460944537382576,0.8529306647605432,0.8489563851275529
GSE250136,mast,sample_single_cell,Ndufv3,H,Morphotypeneural_bias,0.008369862038383996,NA,NA,NA,NA,0.3199124734373022,0.3199124734373022,0.05294712726503654,0.9770943250546905,0.9801644031451037,0.9783795915313832
GSE250136,mast,sample_single_cell,Nedd4,H,Morphotypeneural_bias,0.18783928097535096,NA,NA,NA,NA,0.7294745415320101,0.7294745415320101,0.22625493082221398,0.9375884699523871,0.9253037884203003,0.9324455749233186
GSE250136,mast,sample_single_cell,Nedd8,H,Morphotypeneural_bias,0.08545040787873809,NA,NA,NA,NA,0.3858667933983799,0.3858667933983799,0.12893047407852,0.9978123793591558,0.9974982130092923,0.9976808558390066
GSE250136,mast,sample_single_cell,Nhp2,H,Morphotypeneural_bias,1.474033857334108e-4,NA,NA,NA,NA,0.7507253229188082,0.7507253229188082,0.008860964291947585,0.8289795393128297,0.8193352394567548,0.8249420213959752
GSE250136,mast,sample_single_cell,Nktr,H,Morphotypeneural_bias,0.4268500701891335,NA,NA,NA,NA,-0.03944014676426999,-0.03944014676426999,0.45003698758212346,0.9133959593359928,0.9167262330235882,0.9147901548589811
GSE250136,mast,sample_single_cell,Nme1,H,Morphotypeneural_bias,0.11487255788030766,NA,NA,NA,NA,0.49351802218276486,0.49351802218276486,0.15771891387424877,0.9956247587183117,0.9958899213724088,0.9957357671878507
GSE250136,mast,sample_single_cell,Nme2,H,Morphotypeneural_bias,0.13024555942894464,NA,NA,NA,NA,1.4234720680857222,1.4234720680857222,0.17219521458418333,0.94749710461974,0.9606862044317369,0.95301862796439
GSE250136,mast,sample_single_cell,Nol7,H,Morphotypeneural_bias,9.019214598275097e-5,NA,NA,NA,NA,0.49264475152211906,0.49264475152211906,0.007002190242660849,0.9155835799768369,0.9108291636883489,0.9135931772275006
GSE250136,mast,sample_single_cell,Nolc1,H,Morphotypeneural_bias,0.02360324915776841,NA,NA,NA,NA,0.35418513737177815,0.35418513737177815,0.07001605895110906,1,1,1
GSE250136,mast,sample_single_cell,Nono,H,Morphotypeneural_bias,0.07436309002624422,NA,NA,NA,NA,0.4107354605057143,0.4107354605057143,0.11959713537177508,0.9930510873761421,0.992494639027877,0.992818134211117
GSE250136,mast,sample_single_cell,Nop10,H,Morphotypeneural_bias,0.029307283228560115,NA,NA,NA,NA,0.5776806371083039,0.5776806371083039,0.077010522699047193,0.8795521811864625,0.8779485346676197,0.8788808259145657
GSE250136,mast,sample_single_cell,Nop56,H,Morphotypeneural_bias,0.007354833538798125,NA,NA,NA,NA,0.38321428987483186,0.38321428987483186,0.05148383477158688,0.9926650366748166,0.992494639027877,0.9925937009052144
GSE250136,mast,sample_single_cell,Nop58,H,Morphotypeneural_bias,0.14817595779678233,NA,NA,NA,NA,0.36744015142705955,0.36744015142705955,0.1898838112125951,0.9003989190580363,0.8947462473195139,0.8980324680182539
GSE250136,mast,sample_single_cell,Npc2,H,Morphotypeneural_bias,0.028952137911287097,NA,NA,NA,NA,0.26490175215258915,0.26490175215258915,0.07683371967900458,0.9357869000128684,0.9335239456754825,0.9348395301862796
GSE250136,mast,sample_single_cell,Npm1,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.8678419765795908,0.8590064331665476,0.864143038826962
GSE250136,mast,sample_single_cell,Npm3,H,Morphotypeneural_bias,0.9692957336025299,NA,NA,NA,NA,0.019285473942823206,0.019285473942823206,0.9715710757001883,0.9296100887916613,0.9337026447462473,0.9313234083938057
GSE250136,mast,sample_single_cell,Nsa2,H,Morphotypeneural_bias,0.07311232083490857,NA,NA,NA,NA,0.45237250248446426,0.45237250248446426,0.11875424752394247,0.9992278985973492,1,0.9995511333881948
GSE250136,mast,sample_single_cell,Nsd2,H,Morphotypeneural_bias,8.423661480152376e-4,NA,NA,NA,NA,0.40880632978492537,0.40880632978492537,0.018445658728333664,0.8028567751898082,0.8016440314510365,0.8023490686017805
GSE250136,mast,sample_single_cell,Nsmce4a,H,Morphotypeneural_bias,0.0027697057821011025,NA,NA,NA,NA,0.3659645768393105,0.3659645768393105,0.037544900601814944,0.9677004246557714,0.9737312365975697,0.9702251814169223
GSE250136,mast,sample_single_cell,Nt5dc2,H,Morphotypeneural_bias,0.04101418625147446,NA,NA,NA,NA,0.24416055838978457,0.24416055838978457,0.08800531421798792,0.924720113241539,0.9190493209435311,0.9223460761577018
GSE250136,mast,sample_single_cell,Nucks1,H,Morphotypeneural_bias,0.1209145313272693,NA,NA,NA,NA,0.6567089540826814,0.6567089540826814,0.16390636468807618,0.8745335220692317,0.8636526090064331,0.8699783047804294
GSE250136,mast,sample_single_cell,Nudc,H,Morphotypeneural_bias,0.007632703153183954,NA,NA,NA,NA,0.39452571627164446,0.39452571627164446,0.05182692789057691,0.928709303821902,0.9367405289492494,0.932071519413481
GSE250136,mast,sample_single_cell,Nudcd2,H,Morphotypeneural_bias,0.021667748132961084,NA,NA,NA,NA,0.24469254905126636,0.24469254905126636,0.0695648755847698,0.9917642517050572,0.9880271622587563,0.9901997456422533
GSE250136,mast,sample_single_cell,Nudt21,H,Morphotypeneural_bias,0.010362091736924902,NA,NA,NA,NA,0.45400620373301237,0.45400620373301237,0.056601416340753496,0.9503281430961267,0.9501429592566119,0.9502506171915912
GSE250136,mast,sample_single_cell,Oaz1,H,Morphotypeneural_bias,0.02020513036869913,NA,NA,NA,NA,1.1325069807047843,1.1325069807047843,0.06842930510367344,1,1,1
GSE250136,mast,sample_single_cell,Odc1,H,Morphotypeneural_bias,0.007596693348607359,NA,NA,NA,NA,1.5190095586518115,1.5190095586518115,0.05182692789057691,0.8145669797966799,0.8391708363116511,0.8248672102940077
GSE250136,mast,sample_single_cell,Ola1,H,Morphotypeneural_bias,0.010865272816597604,NA,NA,NA,NA,0.22000917473846204,0.22000917473846204,0.056601416340753496,0.9998713164328915,1,0.9999251888980325
GSE250136,mast,sample_single_cell,Ost4,H,Morphotypeneural_bias,0.0021225914491556017,NA,NA,NA,NA,0.27459758989772753,0.27459758989772753,0.03251568726954367,0.9420923948011839,0.9329878484631879,0.9382808408767861
GSE250136,mast,sample_single_cell,Ostc,H,Morphotypeneural_bias,0.18944345211792463,NA,NA,NA,NA,0.09424902285927628,0.09424902285927628,0.22722571363582533,0.8445502509329559,0.8334524660471766,0.8399042417894815
GSE250136,mast,sample_single_cell,P4hb,H,Morphotypeneural_bias,0.055552700159574815,NA,NA,NA,NA,0.18073735400234714,0.18073735400234714,0.10158887780787343,0.9356582164457599,0.9447819871336669,0.9394778185082666
GSE250136,mast,sample_single_cell,Pa2g4,H,Morphotypeneural_bias,0.004048635595093507,NA,NA,NA,NA,0.6811209580597213,0.6811209580597213,0.042589761678324164,0.9298674559258783,0.9274481772694781,0.9288546420288771
GSE250136,mast,sample_single_cell,Pabpc1,H,Morphotypeneural_bias,0.024696887051287062,NA,NA,NA,NA,1.0934013126863835,1.0934013126863835,0.07139429943990573,0.947754471753957,0.9472837741243746,0.9475574175207601
GSE250136,mast,sample_single_cell,Pabpn1,H,Morphotypeneural_bias,0.03833876321081995,NA,NA,NA,NA,0.4637005221341939,0.4637005221341939,0.08559506717939656,1,1,1
GSE250136,mast,sample_single_cell,Pafah1b1,H,Morphotypeneural_bias,0.12423391210030996,NA,NA,NA,NA,0.16996692337107078,0.16996692337107078,0.16629429613427069,0.8285934886115043,0.8291636883488206,0.8288321986982868
GSE250136,mast,sample_single_cell,Paics,H,Morphotypeneural_bias,0.011456852057713381,NA,NA,NA,NA,0.44063810356322897,0.44063810356322897,0.056601416340753496,0.9378458370866041,0.9351322373123659,0.936709807735468
GSE250136,mast,sample_single_cell,Paip2,H,Morphotypeneural_bias,0.1479267460644553,NA,NA,NA,NA,0.16368243037116192,0.16368243037116192,0.1898838112125951,0.9849440226483078,0.9805218012866334,0.9830926909553378
GSE250136,mast,sample_single_cell,Papola,H,Morphotypeneural_bias,0.047651164850222416,NA,NA,NA,NA,0.17838101360772773,0.17838101360772773,0.09507966070581762,0.9359155835799768,0.9270907791279486,0.932221141617416
GSE250136,mast,sample_single_cell,Park7,H,Morphotypeneural_bias,0.04678913486988076,NA,NA,NA,NA,0.5252451046217459,0.5252451046217459,0.09401863806794863,0.8409471110539184,0.8516797712651895,0.8454402633350789
GSE250136,mast,sample_single_cell,Parp1,H,Morphotypeneural_bias,0.1029916411076919,NA,NA,NA,NA,0.3180853384720881,0.3180853384720881,0.1465914358432815,0.8717024835928452,0.8665117941386705,0.8695294381686243
GSE250136,mast,sample_single_cell,Pbrm1,H,Morphotypeneural_bias,0.8797261663628774,NA,NA,NA,NA,0.04766805696889431,0.04766805696889431,0.8880450899218644,0.8307811092523485,0.8507862759113652,0.8391561307698062
GSE250136,mast,sample_single_cell,Pbx1,H,Morphotypeneural_bias,0.013660884014743524,NA,NA,NA,NA,0.3854364753352377,0.3854364753352377,0.060447642220678596,0.9788958949942093,0.9789135096497498,0.978903269245156
GSE250136,mast,sample_single_cell,Pcbp1,H,Morphotypeneural_bias,0.013260995046979694,NA,NA,NA,NA,0.7043449960641217,0.7043449960641217,0.060447642220678596,0.9998713164328915,0.9998213009292352,0.9998503777960649
GSE250136,mast,sample_single_cell,Pcbp2,H,Morphotypeneural_bias,0.07222253960428396,NA,NA,NA,NA,0.7368316009904117,0.7368316009904117,0.1179312596980086,0.8367005533393386,0.8527519656897784,0.8434203635819556
GSE250136,mast,sample_single_cell,Pclaf,H,Morphotypeneural_bias,6.81479631521938e-4,NA,NA,NA,NA,1.6933257243492825,1.6933257243492825,0.016628103009135285,0.8821258525286321,0.8784846318799142,0.880601481259819
GSE250136,mast,sample_single_cell,Pcm1,H,Morphotypeneural_bias,0.15800228095933985,NA,NA,NA,NA,0.17434144393728923,0.17434144393728923,0.19916116338030063,0.8175267018401751,0.8214796283059328,0.8191815665444752
GSE250136,mast,sample_single_cell,Pcna,H,Morphotypeneural_bias,4.8813444546121727e-4,NA,NA,NA,NA,0.720638241807892,0.720638241807892,0.013447316658834824,0.9357869000128684,0.9154753395282345,0.9272836088875589
GSE250136,mast,sample_single_cell,Pcnp,H,Morphotypeneural_bias,0.07483683333263044,NA,NA,NA,NA,0.146882818578991,0.146882818578991,0.1199074215123197,0.8952515763736971,0.8911722659042173,0.893543801900202
GSE250136,mast,sample_single_cell,Pdap1,H,Morphotypeneural_bias,0.02091763413592818,NA,NA,NA,NA,1.0956921553850325,1.0956921553850325,0.06877299402491575,0.8392742246815081,0.8389921372408864,0.8391561307698062
GSE250136,mast,sample_single_cell,Pdcd5,H,Morphotypeneural_bias,0.3314133690101913,NA,NA,NA,NA,0.21621068683387978,0.21621068683387978,0.3578091240641003,0.9751640715480633,0.9689063616869192,0.9725443255779158
GSE250136,mast,sample_single_cell,Pdia3,H,Morphotypeneural_bias,0.6363119817714503,NA,NA,NA,NA,0.06480128759168302,0.06480128759168302,0.6500124789866251,0.9718182988032428,0.9737312365975697,0.9726191366798833
GSE250136,mast,sample_single_cell,Pdia6,H,Morphotypeneural_bias,0.7484560413174943,NA,NA,NA,NA,0.0770290995610936,0.0770290995610936,0.7609303086727859,0.8958949942092395,0.89278055754110075,0.8945911573277474
GSE250136,mast,sample_single_cell,Pebp1,H,Morphotypeneural_bias,0.010854366901848309,NA,NA,NA,NA,1.1346340504476728,1.1346340504476728,0.056601416340753496,0.8364431862051216,0.8323802716225875,0.8347422757537218
GSE250136,mast,sample_single_cell,Peg3,H,Morphotypeneural_bias,0.0036588414542646293,NA,NA,NA,NA,-0.916838572415096,-0.916838572415096,0.041662008025893246,1,1,1
GSE250136,mast,sample_single_cell,Pfdn1,H,Morphotypeneural_bias,0.177302202510115,NA,NA,NA,NA,0.1656179881343629,0.1656179881343629,0.21597607102388916,0.8188135375112598,0.8309506790564689,0.8238946659684298
GSE250136,mast,sample_single_cell,Pfdn2,H,Morphotypeneural_bias,0.014811156392558495,NA,NA,NA,NA,0.3048106773869197,0.3048106773869197,0.06200356646688704,0.9797966799639686,0.9756969263759828,0.9780803471235131
GSE250136,mast,sample_single_cell,Pfdn5,H,Morphotypeneural_bias,0.0550546463672689,NA,NA,NA,NA,0.45672678799115296,0.45672678799115296,0.10111111397343579,0.9953673915840947,0.9944603288062902,0.9949876561681753
GSE250136,mast,sample_single_cell,Pfn1,H,Morphotypeneural_bias,0.10444028751876157,NA,NA,NA,NA,0.9202134225915426,0.9202134225915426,0.1475046006585475,0.9280658859863595,0.9272694781987134,0.9277324754993641
GSE250136,mast,sample_single_cell,Pgam1,H,Morphotypeneural_bias,0.02279669165101889,NA,NA,NA,NA,1.0355194717151726,1.0355194717151726,0.07001605895110906,0.9494273581263672,0.9438884917798428,0.9471085509089548
GSE250136,mast,sample_single_cell,Pgk1,H,Morphotypeneural_bias,0.16557707759575063,NA,NA,NA,NA,0.9957194359977812,0.9957194359977812,0.20552736085286488,0.830909792819457,0.836132952108649,0.8330964315104361
GSE250136,mast,sample_single_cell,Pgls,H,Morphotypeneural_bias,0.02638392102573806,NA,NA,NA,NA,0.35958893856137353,0.35958893856137353,0.07315541738954644,0.9975550122249389,0.9976769120800572,0.997606044737039
GSE250136,mast,sample_single_cell,Phb2,H,Morphotypeneural_bias,0.029802357519564844,NA,NA,NA,NA,0.36742804893270353,0.36742804893270353,0.07755058633182339,0.8482820743791017,0.8522158684774839,0.8499289294531308
GSE250136,mast,sample_single_cell,Phf5a,H,Morphotypeneural_bias,0.009372167285938036,NA,NA,NA,NA,0.40402697421677836,0.40402697421677836,0.05508530233472825,0.8364431862051216,0.8359542530378842,0.8362384977930725
GSE250136,mast,sample_single_cell,Pin1,H,Morphotypeneural_bias,0.0141802570972438,NA,NA,NA,NA,0.2858643909968843,0.2858643909968843,0.06109096824647664,0.9604941448976966,0.9537169406719085,0.957656916286377
GSE250136,mast,sample_single_cell,Pkm,H,Morphotypeneural_bias,0.039880794351852676,NA,NA,NA,NA,1.8393293051329813,1.8393293051329813,0.08693367583873457,0.9863595418865011,0.9810578984989278,0.9841400463828832
GSE250136,mast,sample_single_cell,Pnisr,H,Morphotypeneural_bias,0.014438457477392402,NA,NA,NA,NA,0.3186704086270695,0.3186704086270695,0.06109096824647664,0.9432505469051602,0.9456754824874911,0.9442657290341887
GSE250136,mast,sample_single_cell,Pnn,H,Morphotypeneural_bias,0.006349392615564416,NA,NA,NA,NA,0.32976904398936924,0.32976904398936924,0.0475647481902808,0.9948526573156607,0.9941029306647605,0.9945387895563702
GSE250136,mast,sample_single_cell,Polr1d,H,Morphotypeneural_bias,0.18820248446633644,NA,NA,NA,NA,0.17839343651040185,0.17839343651040185,0.22637312920317088,0.9770943250546905,0.9762330235882773,0.9767337472880976
GSE250136,mast,sample_single_cell,Polr2e,H,Morphotypeneural_bias,0.08838286801453137,NA,NA,NA,NA,0.25505864322314764,0.25505864322314764,0.13212901091119109,0.8780079783811607,0.8708005718370264,0.8749906486122541
GSE250136,mast,sample_single_cell,Polr2f,H,Morphotypeneural_bias,0.00470316292332377,NA,NA,NA,NA,0.6014880302065091,0.6014880302065091,0.04290216747062152,0.8684853944151332,0.873481057898499,0.8705767935961697
GSE250136,mast,sample_single_cell,Polr2j,H,Morphotypeneural_bias,0.021094920664326097,NA,NA,NA,NA,0.3181105136115572,0.3181105136115572,0.06877299402491575,0.8682280272809162,0.8657969978556112,0.8672102940076307
GSE250136,mast,sample_single_cell,Polr2m,H,Morphotypeneural_bias,0.0026476278121351365,NA,NA,NA,NA,0.33335712859385014,0.33335712859385014,0.03646893792844204,0.8711877493244112,0.8716940671908506,0.8713997157178125
GSE250136,mast,sample_single_cell,Pomp,H,Morphotypeneural_bias,0.1254730167007611,NA,NA,NA,NA,0.33472821217499504,0.33472821217499504,0.1676900723982003,0.9990992150302407,0.9996426018584703,0.9993267000822922
GSE250136,mast,sample_single_cell,Ppa1,H,Morphotypeneural_bias,0.0043459378600995986,NA,NA,NA,NA,0.33415513756674375,0.33415513756674375,0.042660125661207554,0.8825119032299575,0.8858112937812723,0.8838931697463903
GSE250136,mast,sample_single_cell,Ppdpf,H,Morphotypeneural_bias,3.493512329194721e-4,NA,NA,NA,NA,0.42287190031621513,0.42287190031621513,0.011474844342816506,0.9852013897825248,0.9830235882773409,0.9842896685868183
GSE250136,mast,sample_single_cell,Ppia,H,Morphotypeneural_bias,0.06347761067811898,NA,NA,NA,NA,5.725956733944834,5.725956733944834,0.10902816251681942,0.8523999485265732,0.8448892065761258,0.8492556295354231
GSE250136,mast,sample_single_cell,Ppib,H,Morphotypeneural_bias,0.24002481574899273,NA,NA,NA,NA,0.022674604058916525,0.022674604058916525,0.27352629591099903,0.8931926392999614,0.8959971408148678,0.8943667240218448
GSE250136,mast,sample_single_cell,Ppig,H,Morphotypeneural_bias,0.05237697006401316,NA,NA,NA,NA,0.3232884561383482,0.3232884561383482,0.09793306374762223,0.9471110539184147,0.9306647605432452,0.9402259295279419
GSE250136,mast,sample_single_cell,Ppp1ca,H,Morphotypeneural_bias,0.022433391530512565,NA,NA,NA,NA,0.603005619249859,0.603005619249859,0.06992013272648806,0.9926650366748166,0.9933881343817013,0.992967756415052
GSE250136,mast,sample_single_cell,Ppp1cc,H,Morphotypeneural_bias,0.02225496289858348,NA,NA,NA,NA,0.32876811766526126,0.32876811766526126,0.06992013272648806,1,1,1
GSE250136,mast,sample_single_cell,Ppp1r14b,H,Morphotypeneural_bias,0.0441417213479469,NA,NA,NA,NA,-0.022210731467400713,-0.022210731467400713,0.09063450016944649,0.9876463775575859,0.9874910650464618,0.9875813570733897
GSE250136,mast,sample_single_cell,Ppp2ca,H,Morphotypeneural_bias,0.03958029998789848,NA,NA,NA,NA,0.32368012571897076,0.32368012571897076,0.08693367583873457,0.993308454510359,0.992494639027877,0.992967756415052
GSE250136,mast,sample_single_cell,Ppp4r2,H,Morphotypeneural_bias,0.00893945336632876,NA,NA,NA,NA,0.16854038716224506,0.16854038716224506,0.05398979370147276,0.824475614464033,0.8164760543245175,0.821126655195631
GSE250136,mast,sample_single_cell,Prdx1,H,Morphotypeneural_bias,0.12149006522479075,NA,NA,NA,NA,1.0717176664073413,1.0717176664073413,0.16399861684422953,0.9698880452966157,0.9662258756254467,0.9683549038677339
GSE250136,mast,sample_single_cell,Prdx2,H,Morphotypeneural_bias,0.023943154407010996,NA,NA,NA,NA,1.1551812343348669,1.1551812343348669,0.0700255269300938,1,1,1
GSE250136,mast,sample_single_cell,Prdx4,H,Morphotypeneural_bias,0.008175017737386171,NA,NA,NA,NA,0.23880319239050252,0.23880319239050252,0.05288988748278629,0.9526444473040793,0.9556826304503216,0.9539163611880003
GSE250136,mast,sample_single_cell,Prdx6,H,Morphotypeneural_bias,0.26894354483251165,NA,NA,NA,NA,0.1661324097290109,0.1661324097290109,0.29944952710164924,1,1,1
GSE250136,mast,sample_single_cell,Prelid1,H,Morphotypeneural_bias,0.11656229958571712,NA,NA,NA,NA,0.2365059049176481,0.2365059049176481,0.15952596770224747,0.9339853300733496,0.9335239456754825,0.9337921747587342
GSE250136,mast,sample_single_cell,Prmt1,H,Morphotypeneural_bias,0.16529477043773588,NA,NA,NA,NA,0.44799625616233474,0.44799625616233474,0.20547559527485657,0.976708274353365,0.975518227305218,0.9762100695743249
GSE250136,mast,sample_single_cell,Prpf40a,H,Morphotypeneural_bias,0.313302895886858,NA,NA,NA,NA,0.19555305772473108,0.19555305772473108,0.3408416217673589,0.9005276026251448,0.9033238027162259,0.9016982120146629
GSE250136,mast,sample_single_cell,Prpf4b,H,Morphotypeneural_bias,0.49546956051101854,NA,NA,NA,NA,0.06730908253672929,0.06730908253672929,0.5185428978877572,0.9998713164328915,1,0.9999251888980325
GSE250136,mast,sample_single_cell,Prrc2c,H,Morphotypeneural_bias,0.16766782226960542,NA,NA,NA,NA,0.37527331552402465,0.37527331552402465,0.20691953788763442,0.9957534422854202,0.9944603288062902,0.9952120894740779
GSE250136,mast,sample_single_cell,Prtg,H,Morphotypeneural_bias,9.873191594535026e-5,NA,NA,NA,NA,1.7752493358183958,1.7752493358183958,0.007026421351444094,0.9260069489126238,0.9203002144388849,0.9236178648911498
GSE250136,mast,sample_single_cell,Psat1,H,Morphotypeneural_bias,0.06818303449915442,NA,NA,NA,NA,0.33466604782078546,0.33466604782078546,0.11484874055676109,0.997040277956505,0.9962473195139385,0.9967083115134286
GSE250136,mast,sample_single_cell,Psip1,H,Morphotypeneural_bias,9.374396974367782e-4,NA,NA,NA,NA,0.7417139066107232,0.7417139066107232,0.019061273847881158,0.892549221464419,0.8940314510364546,0.8931697463903643
GSE250136,mast,sample_single_cell,Psma1,H,Morphotypeneural_bias,0.011052347345959668,NA,NA,NA,NA,0.32751706999014374,0.32751706999014374,0.056601416340753496,0.8292369064470467,0.8238027162258756,0.8269619211490985
GSE250136,mast,sample_single_cell,Psma2,H,Morphotypeneural_bias,0.11155755771809915,NA,NA,NA,NA,0.38130360322700607,0.38130360322700607,0.1544086779436899,0.954960751512032,0.9508577555396712,0.9532430612702925
GSE250136,mast,sample_single_cell,Psma3,H,Morphotypeneural_bias,0.1698649218078792,NA,NA,NA,NA,0.45349915590858725,0.45349915590858725,0.20902686343505597,1,1,1
GSE250136,mast,sample_single_cell,Psma4,H,Morphotypeneural_bias,0.09061932683987127,NA,NA,NA,NA,0.4047410525798325,0.4047410525798325,0.13389083931012122,0.8567751898082615,0.8477483917083631,0.8529961846337997
GSE250136,mast,sample_single_cell,Psma5,H,Morphotypeneural_bias,0.18860120366842273,NA,NA,NA,NA,0.22658797867808866,0.22658797867808866,0.22653365391397046,1,1,1
GSE250136,mast,sample_single_cell,Psma6,H,Morphotypeneural_bias,0.019637426245982362,NA,NA,NA,NA,0.3838628030120401,0.3838628030120401,0.06842930510367344,0.8651396216703127,0.8634739099356683,0.8644422832348321
GSE250136,mast,sample_single_cell,Psma7,H,Morphotypeneural_bias,0.051300298038780306,NA,NA,NA,NA,1.040279933941827,1.040279933941827,0.09739811937249422,1,1,1
GSE250136,mast,sample_single_cell,Psmb1,H,Morphotypeneural_bias,0.12194276545209104,NA,NA,NA,NA,0.4732535638270301,0.4732535638270301,0.16399861684422953,0.8935786900012869,0.8906361686919227,0.8923468242687215
GSE250136,mast,sample_single_cell,Psmb2,H,Morphotypeneural_bias,0.10336780460362409,NA,NA,NA,NA,0.34899160270755525,0.34899160270755525,0.14676491357287436,0.9386179384892549,0.9397784131522516,0.939103762998429
GSE250136,mast,sample_single_cell,Psmb3,H,Morphotypeneural_bias,0.04890761372839217,NA,NA,NA,NA,0.5356067072809081,0.5356067072809081,0.09628897011477253,0.9960108094196372,0.9955325232308792,0.9958105782898182
GSE250136,mast,sample_single_cell,Psmb4,H,Morphotypeneural_bias,0.05554506511108126,NA,NA,NA,NA,0.32154889382771934,0.32154889382771934,0.10158887780787343,0.9592073092266118,0.9669406719085061,0.9624448268122989
GSE250136,mast,sample_single_cell,Psmb5,H,Morphotypeneural_bias,0.08304035203546352,NA,NA,NA,NA,0.383744637274849,0.383744637274849,0.12709043125140831,0.9113370222622571,0.9135096497498213,0.912246577392085
GSE250136,mast,sample_single_cell,Psmb6,H,Morphotypeneural_bias,0.05628874362458606,NA,NA,NA,NA,0.505429919622844,0.505429919622844,0.10267353426148222,0.950971560931669,0.9465689778413152,0.9491284506620783
GSE250136,mast,sample_single_cell,Psmb7,H,Morphotypeneural_bias,0.05727370746861154,NA,NA,NA,NA,0.24250908387724968,0.24250908387724968,0.10340749720548469,0.954446017243598,0.9555039313795568,0.9548889055135782
GSE250136,mast,sample_single_cell,Psmc3,H,Morphotypeneural_bias,0.06775275449363277,NA,NA,NA,NA,0.22858879107584817,0.22858879107584817,0.11457594522289581,0.9006562861922532,0.9076125804145818,0.9035684895638513
GSE250136,mast,sample_single_cell,Psmc4,H,Morphotypeneural_bias,0.004293768160532031,NA,NA,NA,NA,0.25859150281537957,0.25859150281537957,0.042645715058633835,0.9603654613305881,0.9628305932809149,0.9613974713847535
GSE250136,mast,sample_single_cell,Psmc5,H,Morphotypeneural_bias,0.2139395422594465,NA,NA,NA,NA,0.17387121934270455,0.17387121934270455,0.2509675399581969,0.9958821258525287,0.9944603288062902,0.9952869005760455
GSE250136,mast,sample_single_cell,Psmc6,H,Morphotypeneural_bias,0.057528634380725294,NA,NA,NA,NA,0.23680559791784317,0.23680559791784317,0.10343042897081979,0.9023291725646635,0.8963545389563974,0.8998279344654747
GSE250136,mast,sample_single_cell,Psmd1,H,Morphotypeneural_bias,0.010910102631106196,NA,NA,NA,NA,0.34578171734303975,0.34578171734303975,0.056601416340753496,0.9553468022133573,0.9612223016440314,0.9578065384903119
GSE250136,mast,sample_single_cell,Psmd11,H,Morphotypeneural_bias,0.08391790248415555,NA,NA,NA,NA,0.2793847391145783,0.2793847391145783,0.12797480128833721,0.9112083386951486,0.9052894924946391,0.908730455599611
GSE250136,mast,sample_single_cell,Psmd12,H,Morphotypeneural_bias,0.22884065823335598,NA,NA,NA,NA,0.12297534815381184,0.12297534815381184,0.2648567485000553,0.8457084030369322,0.8615082201572551,0.8523228847160919
GSE250136,mast,sample_single_cell,Psmd2,H,Morphotypeneural_bias,0.026297245932810354,NA,NA,NA,NA,0.2544369885426252,0.2544369885426252,0.07315541738954644,0.9984557971946982,0.998927805575411,0.9986534001645844
GSE250136,mast,sample_single_cell,Psmd4,H,Morphotypeneural_bias,0.03800307962056972,NA,NA,NA,NA,0.24918369140446917,0.24918369140446917,0.08525185431761119,0.9460815853815467,0.9501429592566119,0.9477818508266627
GSE250136,mast,sample_single_cell,Psmd6,H,Morphotypeneural_bias,0.052788216498104126,NA,NA,NA,NA,0.16707456695182055,0.16707456695182055,0.09800247149865418,1,1,1
GSE250136,mast,sample_single_cell,Psmd7,H,Morphotypeneural_bias,0.1063505027011818,NA,NA,NA,NA,0.3904116173662979,0.3904116173662979,0.14907167171624242,0.823960880195599,0.8257684060042888,0.8247175880900726
