study,technique,analysis_level,gene,component,contrast,pvalue,ci.hi,ci.lo,coef,z,logFC,log2FoldChange,padj_BH,pct_TLS,pct_neural_bias,detection_freq
GSE250136,mast,sample_single_cell,Lig1,H,Morphotypeneural_bias,0.005621722057029459,NA,NA,NA,NA,0.5139763045768144,0.5139763045768144,0.045291987138709036,0.9123664907991249,0.9156540385989993,0.9137427994314357
GSE250136,mast,sample_single_cell,Llph,H,Morphotypeneural_bias,0.016192378159916337,NA,NA,NA,NA,0.28558943932895975,0.28558943932895975,0.06522778749324788,0.9800540470981856,0.9756969263759828,0.9782299693274482
GSE250136,mast,sample_single_cell,Lmnb1,H,Morphotypeneural_bias,2.103456833772633e-4,NA,NA,NA,NA,0.5020861986216554,0.5020861986216554,0.009524855206065249,1,1,1
GSE250136,mast,sample_single_cell,Lsm12,H,Morphotypeneural_bias,0.03979644959572287,NA,NA,NA,NA,0.20286251511103437,0.20286251511103437,0.08693367583873457,1,1,1
GSE250136,mast,sample_single_cell,Lsm2,H,Morphotypeneural_bias,0.004094042030721797,NA,NA,NA,NA,0.41543565803434435,0.41543565803434435,0.042589761678324164,0.8786513962167031,0.8679413867047892,0.8741677264906113
GSE250136,mast,sample_single_cell,Lsm3,H,Morphotypeneural_bias,0.051322194048738175,NA,NA,NA,NA,0.19662734203784193,0.19662734203784193,0.09739811937249422,0.8961523613434564,0.8988563259471051,0.8972843569985786
GSE250136,mast,sample_single_cell,Lsm4,H,Morphotypeneural_bias,0.01205001799721299,NA,NA,NA,NA,0.519746502273116,0.519746502273116,0.05717064094233275,0.999485265731566,0.9996426018584703,0.9995511333881948
GSE250136,mast,sample_single_cell,Lsm5,H,Morphotypeneural_bias,0.030052436951551274,NA,NA,NA,NA,0.40767948761284956,0.40767948761284956,0.07755058633182339,0.8652683052374212,0.8582916368834882,0.8623475723797411
GSE250136,mast,sample_single_cell,Lsm6,H,Morphotypeneural_bias,0.02681931284973143,NA,NA,NA,NA,0.4031886601956911,0.4031886601956911,0.07340927299253411,1,1,1
GSE250136,mast,sample_single_cell,Lsm7,H,Morphotypeneural_bias,0.014275745746803431,NA,NA,NA,NA,0.3484935952523678,0.3484935952523678,0.06109096824647664,0.9942092394801184,0.9955325232308792,0.9947632228622728
GSE250136,mast,sample_single_cell,Lsm8,H,Morphotypeneural_bias,0.5881107211539064,NA,NA,NA,NA,0.050948355891752506,0.050948355891752506,0.6058462676302003,0.898983399819843,0.8913509649749821,0.8957881349592279
GSE250136,mast,sample_single_cell,Luc7l2,H,Morphotypeneural_bias,0.01614198489812687,NA,NA,NA,NA,0.24306260360331944,0.24306260360331944,0.06522778749324788,0.808390168575473,0.8195139385275196,0.8130470561831376
GSE250136,mast,sample_single_cell,Luc7l3,H,Morphotypeneural_bias,0.005565794588400408,NA,NA,NA,NA,0.30291743894139467,0.30291743894139467,0.045268462652323316,1,1,1
GSE250136,mast,sample_single_cell,Lyar,H,Morphotypeneural_bias,0.03990398235220603,NA,NA,NA,NA,0.3686184913834376,0.3686184913834376,0.08693367583873457,0.8868871445116459,0.8842030021443888,0.8857634472955787
GSE250136,mast,sample_single_cell,Maged1,H,Morphotypeneural_bias,0.06551898217146962,NA,NA,NA,NA,0.19014079993404476,0.19014079993404476,0.11190642154887011,0.8432634152618711,0.8273766976411723,0.8366125533029102
GSE250136,mast,sample_single_cell,Magoh,H,Morphotypeneural_bias,0.010990683208501753,NA,NA,NA,NA,0.478609745211549,0.478609745211549,0.056601416340753496,1,1,1
GSE250136,mast,sample_single_cell,Malat1,H,Morphotypeneural_bias,0.0646328098118462,NA,NA,NA,NA,-1.2420222176082092,-1.2420222176082092,0.11061406729321975,0.9158409471110539,0.916011436740529,0.9159123213884941
GSE250136,mast,sample_single_cell,Manf,H,Morphotypeneural_bias,0.245588281612835,NA,NA,NA,NA,0.1285662423673113,0.1285662423673113,0.27838872264142156,0.9178998841847896,0.9161901358112938,0.9171841101219421
GSE250136,mast,sample_single_cell,Map1b,H,Morphotypeneural_bias,0.0049734362758683025,NA,NA,NA,NA,0.3982153475963952,0.3982153475963952,0.04290216747062152,0.9904774160339724,0.9878484631879915,0.9893768235206104
GSE250136,mast,sample_single_cell,Map2k2,H,Morphotypeneural_bias,0.010749613894101446,NA,NA,NA,NA,0.2476412128279719,0.2476412128279719,0.056601416340753496,1,1,1
GSE250136,mast,sample_single_cell,Mapre1,H,Morphotypeneural_bias,0.013331311336881067,NA,NA,NA,NA,0.29732461519880893,0.29732461519880893,0.060447642220678596,0.9822416677390298,0.9790922087205146,0.9809231689982794
GSE250136,mast,sample_single_cell,Marcks,H,Morphotypeneural_bias,0.11059521009568901,NA,NA,NA,NA,0.8078975041406533,0.8078975041406533,0.1535744868645828,0.9079912495174366,0.9038598999285203,0.9062616892346824
GSE250136,mast,sample_single_cell,Marcksl1,H,Morphotypeneural_bias,0.01154002103384623,NA,NA,NA,NA,1.1741764764651705,1.1741764764651705,0.056601416340753496,0.9667996396860121,0.9660471765546819,0.9664846263185457
GSE250136,mast,sample_single_cell,Mat2a,H,Morphotypeneural_bias,0.056386285209174665,NA,NA,NA,NA,0.2596680625570329,0.2596680625570329,0.10267353426148222,1,1,1
GSE250136,mast,sample_single_cell,Matr3,H,Morphotypeneural_bias,0.015448729121132087,NA,NA,NA,NA,0.3832550608799439,0.3832550608799439,0.06435714472900879,1,1,1
GSE250136,mast,sample_single_cell,Mbd3,H,Morphotypeneural_bias,0.02895484569486199,NA,NA,NA,NA,0.13018752707276526,0.13018752707276526,0.07683371967900458,0.8164972333033071,0.8230879199428163,0.8192563776464428
GSE250136,mast,sample_single_cell,Mcm3,H,Morphotypeneural_bias,0.00196281368090052,NA,NA,NA,NA,0.38900327050560923,0.38900327050560923,0.03104153487942674,0.9251061639428645,0.9183345246604717,0.9222712650557343
GSE250136,mast,sample_single_cell,Mcm6,H,Morphotypeneural_bias,0.03238443735235467,NA,NA,NA,NA,0.2763628616683844,0.2763628616683844,0.08006516015931064,0.8221593102560802,0.8291636883488206,0.8250916435999103
GSE250136,mast,sample_single_cell,Mcm7,H,Morphotypeneural_bias,0.005402573186723686,NA,NA,NA,NA,0.5516111929099168,0.5516111929099168,0.04479415049963134,0.8314245270878908,0.8322015725518227,0.8317498316750206
GSE250136,mast,sample_single_cell,Mdh1,H,Morphotypeneural_bias,0.08167724394171835,NA,NA,NA,NA,0.24219103358414928,0.24219103358414928,0.12629314090958862,0.9580491571226354,0.9522873481057899,0.9556370165332535
GSE250136,mast,sample_single_cell,Mdh2,H,Morphotypeneural_bias,0.01885230290019976,NA,NA,NA,NA,0.3458387354082211,0.3458387354082211,0.067828541548252,0.8484107579462102,0.8372051465332381,0.8437196079898257
GSE250136,mast,sample_single_cell,Mdk,H,Morphotypeneural_bias,0.04310078287541503,NA,NA,NA,NA,2.1723695132225096,2.1723695132225096,0.08977577701366936,0.9846866555140908,0.9862401715511079,0.9853370240143637
GSE250136,mast,sample_single_cell,Meg3,H,Morphotypeneural_bias,0.254706694158279,NA,NA,NA,NA,-0.2172489510087372,-0.2172489510087372,0.2863845795191268,0.902457856131772,0.9169049320943531,0.9085060222937084
GSE250136,mast,sample_single_cell,Meis2,H,Morphotypeneural_bias,0.13338060399995463,NA,NA,NA,NA,0.43953517756968363,0.43953517756968363,0.17510158256393749,0.9917642517050572,0.9869549678341673,0.9897508790304481
GSE250136,mast,sample_single_cell,Mest,H,Morphotypeneural_bias,0.37412974416795136,NA,NA,NA,NA,-0.4055937974278798,-0.4055937974278798,0.4008868275024222,0.9680864753570969,0.9642601858470335,0.9664846263185457
GSE250136,mast,sample_single_cell,Metap2,H,Morphotypeneural_bias,0.10519407287205812,NA,NA,NA,NA,0.3903767782003982,0.3903767782003982,0.14824379246326344,0.9611375627332389,0.9555039313795568,0.9587790828158899
GSE250136,mast,sample_single_cell,Mettl9,H,Morphotypeneural_bias,0.0023846673777929333,NA,NA,NA,NA,0.21100966696263423,0.21100966696263423,0.03478703481549273,0.8827692703641745,0.8852751965689778,0.8838183586444228
GSE250136,mast,sample_single_cell,Micos10,H,Morphotypeneural_bias,0.011229926448930585,NA,NA,NA,NA,0.238136955717986,0.238136955717986,0.056601416340753496,0.9052888946081585,0.9036812008577555,0.9046158449913967
GSE250136,mast,sample_single_cell,Micos13,H,Morphotypeneural_bias,0.14747138954475303,NA,NA,NA,NA,0.11967813359267065,0.11967813359267065,0.1898190960982838,0.9817269334705958,0.9748034310221587,0.9788284581431884
GSE250136,mast,sample_single_cell,Mid1,H,Morphotypeneural_bias,0.004966392343768825,NA,NA,NA,NA,0.36736332827395257,0.36736332827395257,0.04290216747062152,0.9193154034229829,0.9006433166547534,0.9114984663724096
GSE250136,mast,sample_single_cell,Mif,H,Morphotypeneural_bias,0.0816747554869874,NA,NA,NA,NA,3.050508260290627,3.050508260290627,0.12629314090958862,1,1,1
GSE250136,mast,sample_single_cell,Mlf2,H,Morphotypeneural_bias,0.03658980639187732,NA,NA,NA,NA,0.20773223730888235,0.20773223730888235,0.0834730317186569,0.9253635310770815,0.9172623302358828,0.9219720206478641
GSE250136,mast,sample_single_cell,Morf4l1,H,Morphotypeneural_bias,0.08215958538984569,NA,NA,NA,NA,0.6141663894044616,0.6141663894044616,0.12644126542301573,0.8368292369064471,0.8348820586132952,0.8360140644871699
GSE250136,mast,sample_single_cell,Morf4l2,H,Morphotypeneural_bias,0.004929372588542519,NA,NA,NA,NA,0.3352225324586833,0.3352225324586833,0.04290216747062152,0.8085188521425813,0.8052180128663331,0.8071369791277025
GSE250136,mast,sample_single_cell,Mrfap1,H,Morphotypeneural_bias,0.03501130289109803,NA,NA,NA,NA,0.5245457109369918,0.5245457109369918,0.08260037281799344,0.8164972333033071,0.8252323087919943,0.8201541108700531
GSE250136,mast,sample_single_cell,Mrpl11,H,Morphotypeneural_bias,0.05430941480337726,NA,NA,NA,NA,0.17139944378560878,0.17139944378560878,0.0999574143148366,0.8665551409085059,0.8468548963545389,0.8583077728734945
GSE250136,mast,sample_single_cell,Mrpl12,H,Morphotypeneural_bias,0.00143231681873059,NA,NA,NA,NA,0.3141679143426752,0.3141679143426752,0.024967478769953016,0.8423626302921117,0.8472122944960686,0.8443929079075335
GSE250136,mast,sample_single_cell,Mrpl18,H,Morphotypeneural_bias,0.032438577769463094,NA,NA,NA,NA,0.27662104960241995,0.27662104960241995,0.08006516015931064,0.9262643160468408,0.9242315939957112,0.9254133313383706
GSE250136,mast,sample_single_cell,Mrpl20,H,Morphotypeneural_bias,0.3310510281222842,NA,NA,NA,NA,0.116232400235873,0.116232400235873,0.3578091240641003,0.9285806202547935,0.9322730521801287,0.9301264307623252
GSE250136,mast,sample_single_cell,Mrpl21,H,Morphotypeneural_bias,0.09556855568221373,NA,NA,NA,NA,0.20327633909483156,0.20327633909483156,0.13975264820652486,0.8608930639557328,0.8504288777698356,0.8565123064262736
GSE250136,mast,sample_single_cell,Mrpl23,H,Morphotypeneural_bias,0.10345723415792782,NA,NA,NA,NA,0.19584187101528316,0.19584187101528316,0.14676491357287436,0.8337408312958435,0.836132952108649,0.8347422757537218
GSE250136,mast,sample_single_cell,Mrpl28,H,Morphotypeneural_bias,0.002926777071294632,NA,NA,NA,NA,0.21016446920554532,0.21016446920554532,0.0378707214982669,0.9876463775575859,0.9823087919942817,0.9854118351163312
GSE250136,mast,sample_single_cell,Mrpl30,H,Morphotypeneural_bias,0.023314156607145513,NA,NA,NA,NA,0.27607611922288733,0.27607611922288733,0.07001605895110906,1,0.9996426018584703,0.9998503777960649
GSE250136,mast,sample_single_cell,Mrpl33,H,Morphotypeneural_bias,0.10296299575880787,NA,NA,NA,NA,0.15680494673225498,0.15680494673225498,0.1465914358432815,0.8273066529404195,0.852037169406719,0.8376599087304556
GSE250136,mast,sample_single_cell,Mrpl42,H,Morphotypeneural_bias,0.03352938725503865,NA,NA,NA,NA,0.24915785507246113,0.24915785507246113,0.08111642129122665,0.9711748809677004,0.9708720514653324,0.9710481035385651
GSE250136,mast,sample_single_cell,Mrpl52,H,Morphotypeneural_bias,0.059790986472503506,NA,NA,NA,NA,0.19953609506050762,0.19953609506050762,0.10463422632688113,0.9092780851885214,0.8976054324517513,0.9043914116854941
GSE250136,mast,sample_single_cell,Mrpl54,H,Morphotypeneural_bias,0.03803390690282185,NA,NA,NA,NA,0.19808625524884071,0.19808625524884071,0.08525185431761119,0.9553468022133573,0.95746962115797,0.9562355053489938
GSE250136,mast,sample_single_cell,Mrps14,H,Morphotypeneural_bias,0.17015606271443895,NA,NA,NA,NA,0.12319112497626472,0.12319112497626472,0.20908385260162715,1,1,1
GSE250136,mast,sample_single_cell,Mrps21,H,Morphotypeneural_bias,0.004833740536375695,NA,NA,NA,NA,0.24866174880983172,0.24866174880983172,0.04290216747062152,0.9258782653455154,0.9247676912080057,0.9254133313383706
GSE250136,mast,sample_single_cell,Mrps33,H,Morphotypeneural_bias,7.234778962480085e-4,NA,NA,NA,NA,0.35228693199404004,0.35228693199404004,0.016698651983670248,0.8548449363016343,0.84578270192995,0.8510510959826438
GSE250136,mast,sample_single_cell,Mrps36,H,Morphotypeneural_bias,0.06250478418310959,NA,NA,NA,NA,0.16309088852183784,0.16309088852183784,0.1080548293367927,0.9330845451035903,0.9328091493924232,0.9329692526370913
GSE250136,mast,sample_single_cell,Msi2,H,Morphotypeneural_bias,2.44384164106959e-4,NA,NA,NA,NA,0.4942077543022547,0.4942077543022547,0.009705574616090257,0.9566336378844421,0.9588992137240886,0.9575821051844093
GSE250136,mast,sample_single_cell,Mtch1,H,Morphotypeneural_bias,0.0176241108834106,NA,NA,NA,NA,0.2519015689207622,0.2519015689207622,0.067828541548252,0.9420923948011839,0.938348820586133,0.940525173935812
GSE250136,mast,sample_single_cell,Mtdh,H,Morphotypeneural_bias,0.7778311212709442,NA,NA,NA,NA,-0.004909308496831244,-0.004909308496831244,0.7898546701134203,0.9067044138463518,0.9058255897069335,0.9063365003366499
GSE250136,mast,sample_single_cell,Mybbp1a,H,Morphotypeneural_bias,0.00879906905901445,NA,NA,NA,NA,0.26772257274780387,0.26772257274780387,0.05395086200486572,0.9444086990091365,0.9395997140814868,0.9423954514850004
GSE250136,mast,sample_single_cell,Myl12a,H,Morphotypeneural_bias,0.9375220183239904,NA,NA,NA,NA,0.03194991550534887,0.03194991550534887,0.9430433494095263,0.9548320679449235,0.9497855611150822,0.95271938355651975
GSE250136,mast,sample_single_cell,Myl6,H,Morphotypeneural_bias,0.49896492941846227,NA,NA,NA,NA,0.23783754300158044,0.23783754300158044,0.521561872366422,0.9958821258525287,0.9939242315939957,0.9950624672701429
GSE250136,mast,sample_single_cell,Naa50,H,Morphotypeneural_bias,0.014098654080219767,NA,NA,NA,NA,0.264163890077858,0.264163890077858,0.06109096824647664,0.8287221721786128,0.8232666190135811,0.8264382434353258
GSE250136,mast,sample_single_cell,Naca,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.8525286320936817,0.8600786275911365,0.8556893843046308
GSE250136,mast,sample_single_cell,Nap1l1,H,Morphotypeneural_bias,0.007646595918281839,NA,NA,NA,NA,1.9862926568861,1.9862926568861,0.05182692789057691,0.9186719855874405,0.92012151536812,0.919278820977033
GSE250136,mast,sample_single_cell,Nap1l4,H,Morphotypeneural_bias,0.003361282166646074,NA,NA,NA,NA,0.23875283828836347,0.23875283828836347,0.0410076424330821,0.8711877493244112,0.8711579699785561,0.8711752824119099
GSE250136,mast,sample_single_cell,Nars,H,Morphotypeneural_bias,0.052628172391765315,NA,NA,NA,NA,0.26228239247081486,0.26228239247081486,0.09793306374762223,0.9415776605327499,0.9385275196568977,0.9403007406299094
GSE250136,mast,sample_single_cell,Nasp,H,Morphotypeneural_bias,0.063079319427428,NA,NA,NA,NA,1.4836519529973131,1.4836519529973131,0.10860834433674095,0.8195856389139107,0.831844174410293,0.8247175880900726
GSE250136,mast,sample_single_cell,Ncl,H,Morphotypeneural_bias,0.5538564961166834,NA,NA,NA,NA,1.0375940932469803,1.0375940932469803,0.5719388726525364,0.8889460815853816,0.8863473909935669,0.8878581581506696
GSE250136,mast,sample_single_cell,Ncor1,H,Morphotypeneural_bias,0.0039985156490502174,NA,NA,NA,NA,0.2525745370977863,0.2525745370977863,0.042589761678324164,0.8817398018273066,0.8666904932094354,0.8754395152240593
GSE250136,mast,sample_single_cell,Ndufa1,H,Morphotypeneural_bias,3.0377240703258863e-4,NA,NA,NA,NA,0.3404896699883262,0.3404896699883262,0.010995155349702405,0.999485265731566,0.9985704074338814,0.9991022667763896
GSE250136,mast,sample_single_cell,Ndufa10,H,Morphotypeneural_bias,0.329627232873878,NA,NA,NA,NA,0.08370899561795575,0.08370899561795575,0.3567828350751481,0.8970531463132158,0.8984989278055754,0.8976584125084163
GSE250136,mast,sample_single_cell,Ndufa11,H,Morphotypeneural_bias,0.40387686654797617,NA,NA,NA,NA,-0.07534672551223753,-0.07534672551223753,0.42846067581611386,0.9525157637369708,0.9460328806290207,0.949801750579786
GSE250136,mast,sample_single_cell,Ndufa12,H,Morphotypeneural_bias,0.08502771709234573,NA,NA,NA,NA,0.17743773171107025,0.17743773171107025,0.12851977061391726,1,1,1
GSE250136,mast,sample_single_cell,Ndufa13,H,Morphotypeneural_bias,0.05881635738715399,NA,NA,NA,NA,0.3876508767660294,0.3876508767660294,0.10420989462371266,0.8007978381160725,0.8039671193709793,0.802124635295878
GSE250136,mast,sample_single_cell,Ndufa2,H,Morphotypeneural_bias,0.07806559147812206,NA,NA,NA,NA,0.3927283407430089,0.3927283407430089,0.12287002585472472,0.8693861793848926,0.873481057898499,0.8711004713099424
GSE250136,mast,sample_single_cell,Ndufa3,H,Morphotypeneural_bias,0.0904767041980067,NA,NA,NA,NA,0.06759345293393304,0.06759345293393304,0.13389083931012122,0.9817269334705958,0.9803431022158685,0.981147602304182
GSE250136,mast,sample_single_cell,Ndufa4,H,Morphotypeneural_bias,0.018766690585989492,NA,NA,NA,NA,0.8847817189138745,0.8847817189138745,0.067828541548252,0.8037575601595677,0.7966404574696212,0.8007780354604623
GSE250136,mast,sample_single_cell,Ndufa5,H,Morphotypeneural_bias,0.0340660744012181,NA,NA,NA,NA,0.15553159179145348,0.15553159179145348,0.08128120420143532,0.9266503667481663,0.9301286633309507,0.9281065310092018
GSE250136,mast,sample_single_cell,Ndufa6,H,Morphotypeneural_bias,0.2225061879694515,NA,NA,NA,NA,0.07116562231428158,0.07116562231428158,0.2589718574924613,0.9647407026122764,0.9612223016440314,0.9632677489339418
GSE250136,mast,sample_single_cell,Ndufa7,H,Morphotypeneural_bias,0.21246245952330303,NA,NA,NA,NA,0.4787267975167655,0.4787267975167655,0.24957763470825417,0.8525286320936817,0.8602573266619014,0.8557641954065983
GSE250136,mast,sample_single_cell,Ndufab1,H,Morphotypeneural_bias,0.045248259847406165,NA,NA,NA,NA,0.3303847575603305,0.3303847575603305,0.09156875334048546,0.8224166773902972,0.8143316654753395,0.8190319443405402
GSE250136,mast,sample_single_cell,Ndufb1-ps,H,Morphotypeneural_bias,0.04324569254295406,NA,NA,NA,NA,0.20385412997793573,0.20385412997793573,0.08985844630579748,0.9077338823832196,0.9076125804145818,0.9076831001720655
GSE250136,mast,sample_single_cell,Ndufb10,H,Morphotypeneural_bias,0.08843612184029913,NA,NA,NA,NA,0.11802637370296853,0.11802637370296853,0.13212901091119109,0.8478960236777764,0.8441744102930665,0.8463379965586894
GSE250136,mast,sample_single_cell,Ndufb11,H,Morphotypeneural_bias,0.03060251474686708,NA,NA,NA,NA,0.2736886055554546,0.2736886055554546,0.07755058633182339,0.8455797194698237,0.8422087205146533,0.8441684746016309
GSE250136,mast,sample_single_cell,Ndufb2,H,Morphotypeneural_bias,0.0991924825976947,NA,NA,NA,NA,0.12529893880475784,0.12529893880475784,0.1430918583419447,0.999742632865783,0.9996426018584703,0.9997007555921299
GSE250136,mast,sample_single_cell,Ndufb3,H,Morphotypeneural_bias,0.04488663269214622,NA,NA,NA,NA,0.21514930976992952,0.21514930976992952,0.09105269434463865,0.8605070132544074,0.8609721229449607,0.8607017281364554
GSE250136,mast,sample_single_cell,Ndufb4,H,Morphotypeneural_bias,0.1989342850129656,NA,NA,NA,NA,0.10794334495088354,0.10794334495088354,0.23628634130886314,1,1,1
GSE250136,mast,sample_single_cell,Ndufb5,H,Morphotypeneural_bias,0.06097685234629198,NA,NA,NA,NA,0.2912647248423781,0.2912647248423781,0.10627394266068031,0.850469695019946,0.8429235167977126,0.8473105408842673
